geoid,weighted_wfp,e_pop,state
23019,0,151748,MAINE
24041,0,37211,MARYLAND
13257,82.54796392,25676,GEORGIA
6065,25.19646686,2383286,CALIFORNIA
5005,1.215519835,41219,ARKANSAS
28007,73.62426686,18581,MISSISSIPPI
19169,0,96922,IOWA
20011,0,14702,KANSAS
51049,0,9786,VIRGINIA
45085,78.88407417,106995,SOUTH CAROLINA
54109,44.01842808,21711,WEST VIRGINIA
6029,11.73513661,883053,CALIFORNIA
48097,48.80331817,39571,TEXAS
45075,88.12412141,88454,SOUTH CAROLINA
55119,0,20356,WISCONSIN
27099,0,39602,MINNESOTA
27101,0.041066409,8353,MINNESOTA
44007,0,634533,RHODE ISLAND
29161,0,44789,MISSOURI
28117,64.18956373,25360,MISSISSIPPI
21235,61.43831304,36089,KENTUCKY
18149,0,22941,INDIANA
48491,25.36262537,527057,TEXAS
19131,0,10631,IOWA
13107,0,22499,GEORGIA
22025,0,9893,LOUISIANA
42025,0,63931,PENNSYLVANIA
31133,0.758176808,2676,NEBRASKA
47171,11.86136051,17780,TENNESSEE
45083,7.20892652,302195,SOUTH CAROLINA
55073,0,135264,WISCONSIN
32007,17.07756889,52252,NEVADA
54007,0,14282,WEST VIRGINIA
26165,0,33111,MICHIGAN
48079,5.009035908,2904,TEXAS
42013,0,123842,PENNSYLVANIA
29085,27.45956679,9368,MISSOURI
29009,1.602035244,35493,MISSOURI
27123,12.04229389,541493,MINNESOTA
5081,16.36735713,12417,ARKANSAS
32019,11.85165711,53155,NEVADA
12071,0,718679,FLORIDA
41033,93.88317061,85481,OREGON
28113,8.322090652,39737,MISSISSIPPI
47031,1.769815575,54531,TENNESSEE
16059,47.10753287,7798,IDAHO
21183,0,24071,KENTUCKY
31153,0,178351,NEBRASKA
13071,0,45606,GEORGIA
27167,11.47650358,6343,MINNESOTA
17157,0,32546,ILLINOIS
23011,0,121545,MAINE
51173,2.657255626,31059,VIRGINIA
35041,1.381186299,19117,NEW MEXICO
42111,0,74949,PENNSYLVANIA
51191,3.612479489,54406,VIRGINIA
37081,0.452670385,523582,NORTH CAROLINA
16001,64.56875195,446052,IDAHO
40039,21.25493754,29209,OKLAHOMA
39101,0,65344,OHIO
17149,0,15754,ILLINOIS
17203,0,38817,ILLINOIS
13245,86.13149705,201463,GEORGIA
1107,0,20298,ALABAMA
40045,18.77011868,4072,OKLAHOMA
17145,0,21384,ILLINOIS
19075,0,12341,IOWA
8107,50.87519837,24874,COLORADO
34035,65.22965708,330176,NEW JERSEY
6011,44.35121678,21464,CALIFORNIA
17087,0,12602,ILLINOIS
8053,64.19146955,878,COLORADO
16031,52.36289609,23615,IDAHO
27059,54.24345662,38974,MINNESOTA
42049,0,275972,PENNSYLVANIA
28029,13.03228785,28721,MISSISSIPPI
48467,7.800666343,54368,TEXAS
51161,4.167876175,93583,VIRGINIA
51015,16.45979102,74701,VIRGINIA
49031,0.817038549,1904,UTAH
21161,0,17153,KENTUCKY
27009,44.73450672,39779,MINNESOTA
48129,42.76351831,3387,TEXAS
12005,23.46334755,182482,FLORIDA
1077,0.731779661,92585,ALABAMA
18045,0,16486,INDIANA
17173,0,21832,ILLINOIS
17051,0,21724,ILLINOIS
39127,0,35985,OHIO
51590,0,41512,VIRGINIA
13011,70.23488602,18510,GEORGIA
13305,0,29767,GEORGIA
40109,7.792378446,782051,OKLAHOMA
40069,60.39735523,11041,OKLAHOMA
37099,46.53281885,42256,NORTH CAROLINA
49043,69.08992322,40511,UTAH
29167,11.06035366,31549,MISSOURI
32015,0,5746,NEVADA
19191,0,20401,IOWA
21023,0,8306,KENTUCKY
55037,0,4337,WISCONSIN
54087,0,14205,WEST VIRGINIA
27159,61.19401189,13646,MINNESOTA
51670,0,22408,VIRGINIA
17201,0,286174,ILLINOIS
4007,77.03927223,53400,ARIZONA
24045,0,102172,MARYLAND
21043,19.26950706,27290,KENTUCKY
37097,66.87836658,172525,NORTH CAROLINA
51083,0.005295164,34779,VIRGINIA
37091,0,24153,NORTH CAROLINA
36057,6.772976008,49426,NEW YORK
27113,44.80619315,14184,MINNESOTA
53073,26.86142714,216812,WASHINGTON
41021,36.01213988,1907,OREGON
34029,15.64763839,591939,NEW JERSEY
5009,0.559048696,37288,ARKANSAS
40031,29.65030055,122561,OKLAHOMA
48253,21.28690518,19891,TEXAS
48185,4.42114592,27630,TEXAS
26049,0,409361,MICHIGAN
22007,0,22714,LOUISIANA
28013,0,14571,MISSISSIPPI
28041,77.59873709,13714,MISSISSIPPI
30017,7.615905129,11845,MONTANA
46109,20.15843723,10285,SOUTH DAKOTA
17141,0,51328,ILLINOIS
38077,11.01027123,16288,NORTH DAKOTA
55005,0,45252,WISCONSIN
55051,0,5715,WISCONSIN
27157,0,21500,MINNESOTA
6015,37.64179102,27424,CALIFORNIA
40127,88.86333883,11119,OKLAHOMA
53007,86.07683967,75757,WASHINGTON
26141,0,12797,MICHIGAN
40027,10.27361341,276733,OKLAHOMA
36105,5.165174575,75211,NEW YORK
37149,47.5051862,20458,NORTH CAROLINA
37165,85.30364942,35262,NORTH CAROLINA
37085,77.82220578,130361,NORTH CAROLINA
37105,89.64195647,60125,NORTH CAROLINA
18159,0,15218,INDIANA
20027,25.06112232,8142,KANSAS
40145,34.18980585,77850,OKLAHOMA
30083,7.261619498,11360,MONTANA
5003,0,20537,ARKANSAS
5041,0,11887,ARKANSAS
47135,0,7912,TENNESSEE
27163,15.0211666,253317,MINNESOTA
51740,0,95311,VIRGINIA
42051,0,132289,PENNSYLVANIA
54023,11.74422949,11641,WEST VIRGINIA
51171,31.08508674,43045,VIRGINIA
48235,76.38127029,1524,TEXAS
29025,0,9049,MISSOURI
12107,0,72766,FLORIDA
18025,0,10581,INDIANA
29111,0,10027,MISSOURI
31075,31.52183771,718,NEBRASKA
16071,4.289548813,4326,IDAHO
17139,0,14703,ILLINOIS
21107,0,45664,KENTUCKY
16035,89.42938918,8640,IDAHO
21013,58.31733544,27188,KENTUCKY
27035,41.11569757,63855,MINNESOTA
4009,31.94851491,37879,ARIZONA
5123,0,26294,ARKANSAS
13101,0,3994,GEORGIA
20105,3.340106674,3097,KANSAS
20183,0,3663,KANSAS
12065,0,14105,FLORIDA
28005,4.006009082,12468,MISSISSIPPI
5097,1.539978028,8993,ARKANSAS
26025,0,134473,MICHIGAN
1029,87.93434081,14938,ALABAMA
8123,0.477304278,295123,COLORADO
40009,45.97929435,22621,OKLAHOMA
6049,32.94861205,8938,CALIFORNIA
19153,0,474274,IOWA
13179,0,62108,GEORGIA
48349,1.827262238,48583,TEXAS
48047,0,7180,TEXAS
47187,0,218648,TENNESSEE
56021,5.731363219,97692,WYOMING
53003,45.79019663,22337,WASHINGTON
27155,5.690941152,3337,MINNESOTA
17017,0,12665,ILLINOIS
13247,58.8147092,89011,GEORGIA
42067,0,24562,PENNSYLVANIA
42083,0,41806,PENNSYLVANIA
40049,43.13170946,27823,OKLAHOMA
31021,3.036302975,6528,NEBRASKA
35045,12.64976762,127455,NEW MEXICO
36073,0,41175,NEW YORK
22031,2.350376539,27216,LOUISIANA
6019,39.9419556,978130,CALIFORNIA
13105,26.0299617,19212,GEORGIA
1005,0,25782,ALABAMA
37017,65.53095052,33778,NORTH CAROLINA
48111,2.60786958,7243,TEXAS
17167,0,197661,ILLINOIS
40035,14.36176023,14493,OKLAHOMA
47035,28.0901761,58634,TENNESSEE
26137,3.184876009,24397,MICHIGAN
19161,0,9868,IOWA
49015,14.24934274,10248,UTAH
53019,60.45899435,7576,WASHINGTON
30109,4.960818285,1175,MONTANA
35027,6.892891075,19482,NEW MEXICO
40021,57.22387325,48599,OKLAHOMA
27173,1.876384143,9868,MINNESOTA
48231,1.576573254,92152,TEXAS
48335,58.99719084,8558,TEXAS
48499,55.75091811,43815,TEXAS
40113,63.28955775,47311,OKLAHOMA
37039,55.67419911,27668,NORTH CAROLINA
26107,0,43264,MICHIGAN
21195,66.00265817,60483,KENTUCKY
12067,0,8744,FLORIDA
37035,75.25759456,156729,NORTH CAROLINA
21025,70.17826525,13116,KENTUCKY
48075,29.01354793,7226,TEXAS
29181,0,13693,MISSOURI
17179,0,133852,ILLINOIS
48243,23.98458443,2234,TEXAS
51678,30,7110,VIRGINIA
5135,0.525717901,17043,ARKANSAS
8069,53.23306438,338161,COLORADO
37177,0,4119,NORTH CAROLINA
27131,0,65765,MINNESOTA
29219,0,33908,MISSOURI
21227,0,126427,KENTUCKY
22017,8.484476196,248361,LOUISIANA
46121,36.32958176,10146,SOUTH DAKOTA
19127,0,40271,IOWA
40141,4.661718242,7515,OKLAHOMA
37113,25.48181616,34410,NORTH CAROLINA
54063,15.90439793,13467,WEST VIRGINIA
18155,0,10628,INDIANA
21105,0,4568,KENTUCKY
1061,0,26491,ALABAMA
17099,0,110401,ILLINOIS
19055,0,17258,IOWA
20127,67.82559551,5566,KANSAS
19051,0,8885,IOWA
16015,90.34532411,7163,IDAHO
55081,0.220399665,45502,WISCONSIN
37143,0,13459,NORTH CAROLINA
12047,0,14269,FLORIDA
18035,0,115616,INDIANA
12075,1.974071715,39961,FLORIDA
28045,0,46653,MISSISSIPPI
13315,0,8846,GEORGIA
22081,0,8618,LOUISIANA
47093,0,456185,TENNESSEE
23017,0,57325,MAINE
29095,0,692003,MISSOURI
13281,31.79812443,11417,GEORGIA
28129,31.16547479,16063,MISSISSIPPI
16075,51.94437864,23041,IDAHO
16079,84.64503948,12526,IDAHO
37095,0,5393,NORTH CAROLINA
19067,0,15858,IOWA
21145,0,65284,KENTUCKY
21225,0,14802,KENTUCKY
46125,1.496261395,8264,SOUTH DAKOTA
47029,9.695943195,35336,TENNESSEE
47067,27.83983376,6585,TENNESSEE
47071,4.366876461,25771,TENNESSEE
45067,83.6517408,31562,SOUTH CAROLINA
22117,0,46457,LOUISIANA
29207,0,29512,MISSOURI
13093,47.83595274,13905,GEORGIA
27145,24.11134914,156819,MINNESOTA
31155,0,21024,NEBRASKA
27141,59.9501885,93231,MINNESOTA
46035,6.352243077,19901,SOUTH DAKOTA
47025,42.07457129,31613,TENNESSEE
48337,59.50656466,19409,TEXAS
48049,59.74715523,37834,TEXAS
55101,0,195398,WISCONSIN
55115,0,41009,WISCONSIN
19009,0,5637,IOWA
48207,12.54978471,5809,TEXAS
40083,11.60968472,46044,OKLAHOMA
36065,0,230782,NEW YORK
8065,0,7585,COLORADO
40121,77.45531663,44382,OKLAHOMA
54017,0,8536,WEST VIRGINIA
54105,0,5797,WEST VIRGINIA
33003,0,47840,NEW HAMPSHIRE
54095,0,8909,WEST VIRGINIA
27079,0,27983,MINNESOTA
53017,34.6856113,41371,WASHINGTON
36009,0,77686,NEW YORK
55027,0,87776,WISCONSIN
19105,0,20568,IOWA
20007,11.73366087,4733,KANSAS
29169,2.59581451,52591,MISSOURI
1045,0,49255,ALABAMA
20109,0,2810,KANSAS
6039,57.34257279,155013,CALIFORNIA
29075,0,6665,MISSOURI
31009,17.66168688,480,NEBRASKA
49009,51.22509046,612,UTAH
56031,9.511976814,8673,WYOMING
37071,79.41449176,216585,NORTH CAROLINA
35019,3.362097032,4382,NEW MEXICO
30037,1.974810259,724,MONTANA
37101,6.111951884,191172,NORTH CAROLINA
6085,48.98488437,1922200,CALIFORNIA
45019,36.8995836,394708,SOUTH CAROLINA
53005,20.09596621,194168,WASHINGTON
29001,0,25325,MISSOURI
39043,0,75136,OHIO
17183,0,78407,ILLINOIS
29189,0,998684,MISSOURI
17007,0,53606,ILLINOIS
6103,88.73397888,63373,CALIFORNIA
55025,0,529843,WISCONSIN
48151,23.71232098,3883,TEXAS
22085,2.796014645,24088,LOUISIANA
17137,0,34426,ILLINOIS
13235,0,11295,GEORGIA
37015,0.534022375,19644,NORTH CAROLINA
37167,75.69716611,61114,NORTH CAROLINA
47143,25.24012916,32628,TENNESSEE
37079,0,21008,NORTH CAROLINA
21131,63.38050567,10472,KENTUCKY
24039,0,25737,MARYLAND
17123,0,11794,ILLINOIS
21143,0,8186,KENTUCKY
48095,37.3115089,4233,TEXAS
48081,71.7912443,3275,TEXAS
47133,2.042847016,22004,TENNESSEE
26063,0,31543,MICHIGAN
26069,28.03827042,25247,MICHIGAN
13069,0,42961,GEORGIA
13299,0,35599,GEORGIA
38037,11.47499709,2380,NORTH DAKOTA
22051,10.26623169,435300,LOUISIANA
22103,0,252093,LOUISIANA
19083,0,17127,IOWA
22023,0,6868,LOUISIANA
39027,0,41896,OHIO
27137,30.91890831,200080,MINNESOTA
39093,0,306713,OHIO
19015,0,26399,IOWA
48373,21.5223128,47837,TEXAS
31051,3.469776592,5746,NEBRASKA
24025,0,251025,MARYLAND
45037,52.03626635,26769,SOUTH CAROLINA
51001,0,32742,VIRGINIA
55015,0,49807,WISCONSIN
21121,71.67550486,31467,KENTUCKY
26067,0,64176,MICHIGAN
37129,18.88211971,224231,NORTH CAROLINA
47131,0,30520,TENNESSEE
21035,0,38776,KENTUCKY
51003,14.81871033,106355,VIRGINIA
47147,0,69344,TENNESSEE
51043,10.34353231,14365,VIRGINIA
53023,27.21247233,2224,WASHINGTON
21109,51.08768276,13373,KENTUCKY
27031,58.58570814,5311,MINNESOTA
45073,20.19794336,76696,SOUTH CAROLINA
22033,0,444094,LOUISIANA
28021,0,9120,MISSISSIPPI
24037,0,111531,MARYLAND
26081,0,643140,MICHIGAN
37147,0,177372,NORTH CAROLINA
30009,50.47405089,10546,MONTANA
31167,1.160333746,5992,NEBRASKA
13001,0,18454,GEORGIA
19099,0,36891,IOWA
28153,53.00762378,20422,MISSISSIPPI
48101,41.49744859,1623,TEXAS
51081,0,11659,VIRGINIA
12105,71.6808205,668671,FLORIDA
48503,52.86434498,18114,TEXAS
1123,10.6821286,40636,ALABAMA
33015,0,305129,NEW HAMPSHIRE
8105,25.79648322,11351,COLORADO
19149,5.302463482,25039,IOWA
36123,0,25009,NEW YORK
53033,32.13110663,2163257,WASHINGTON
41017,51.72975282,180640,OREGON
19155,0,93503,IOWA
29229,5.473182272,18293,MISSOURI
30101,0,4976,MONTANA
36107,0,49045,NEW YORK
48287,0.433235758,16952,TEXAS
13121,13.3453409,1021902,GEORGIA
48073,57.39929694,51903,TEXAS
29007,0,25735,MISSOURI
45029,8.564181869,37568,SOUTH CAROLINA
55055,0,84652,WISCONSIN
5055,0,44623,ARKANSAS
48191,40.83479481,3074,TEXAS
55013,7.764713451,15258,WISCONSIN
35057,1.818395788,15595,NEW MEXICO
53049,0,21281,WASHINGTON
37141,0.443668807,59020,NORTH CAROLINA
48221,56.40232392,56901,TEXAS
46117,6.837311755,2997,SOUTH DAKOTA
32031,5.822457313,450486,NEVADA
21007,0,8090,KENTUCKY
48009,44.38232188,8789,TEXAS
48023,29.24571936,3591,TEXAS
48405,8.248481766,8327,TEXAS
32029,10.29089826,3941,NEVADA
13249,78.11380758,5211,GEORGIA
9001,15.43145,944348,CONNECTICUT
48313,3.661802907,14128,TEXAS
6077,15.4071126,732212,CALIFORNIA
28159,26.55028074,18358,MISSISSIPPI
21103,0,15814,KENTUCKY
21167,0,21516,KENTUCKY
31183,23.50372851,822,NEBRASKA
21135,1.559116033,13490,KENTUCKY
27051,4.358387556,5938,MINNESOTA
28053,0,8539,MISSISSIPPI
1025,14.00336678,24387,ALABAMA
20017,73.04743532,2645,KANSAS
21221,0,14344,KENTUCKY
1069,0,104352,ALABAMA
46003,6.701982938,2759,SOUTH DAKOTA
31061,0,3006,NEBRASKA
24029,0,19593,MARYLAND
20037,0,39108,KANSAS
27023,3.582311683,12010,MINNESOTA
46103,34.60900991,109294,SOUTH DAKOTA
45049,63.71719511,19807,SOUTH CAROLINA
16043,36.38408913,12965,IDAHO
13029,0,35885,GEORGIA
51053,0,28308,VIRGINIA
12111,0.874136893,305591,FLORIDA
36055,30.90072389,744248,NEW YORK
46083,0,54914,SOUTH DAKOTA
55017,0,63635,WISCONSIN
20207,17.96589817,3170,KANSAS
21157,0,31166,KENTUCKY
13065,0,6743,GEORGIA
13185,0,114582,GEORGIA
26099,0,868704,MICHIGAN
13287,8.724667077,7962,GEORGIA
17079,0,9598,ILLINOIS
48331,1.065791818,24664,TEXAS
18147,0,20526,INDIANA
21099,0,18627,KENTUCKY
21137,2.194548976,24458,KENTUCKY
30005,4.108914591,6727,MONTANA
51710,0,245592,VIRGINIA
48389,1.254763108,15125,TEXAS
51155,0,34234,VIRGINIA
37179,73.60668693,226694,NORTH CAROLINA
38053,10.33717641,12536,NORTH DAKOTA
12091,0,200737,FLORIDA
6001,53.05900115,1643700,CALIFORNIA
17013,0,4858,ILLINOIS
18085,0,78806,INDIANA
28103,0,10828,MISSISSIPPI
5147,0,6660,ARKANSAS
34015,0,290852,NEW JERSEY
33011,0,411087,NEW HAMPSHIRE
30045,25.00916813,1951,MONTANA
37121,36.86765869,15040,NORTH CAROLINA
30077,54.78150202,6861,MONTANA
41053,0,81427,OREGON
41065,64.48514805,25866,OREGON
46105,9.076908953,2907,SOUTH DAKOTA
19173,0,6201,IOWA
1129,40.09038926,16643,ALABAMA
39039,0,38279,OHIO
54025,3.519823218,35347,WEST VIRGINIA
17121,0,38084,ILLINOIS
51051,43.38813134,14960,VIRGINIA
51007,0,12854,VIRGINIA
13243,0,7087,GEORGIA
35029,0,24264,NEW MEXICO
48355,2.169617644,360486,TEXAS
56045,9.259038962,7100,WYOMING
17187,0,17338,ILLINOIS
1089,0,357560,ALABAMA
47189,0,132663,TENNESSEE
48063,81.96630184,12813,TEXAS
40067,42.50105585,6223,OKLAHOMA
54085,0,9932,WEST VIRGINIA
19145,0,15363,IOWA
20087,0.178246239,18888,KANSAS
22045,0,72691,LOUISIANA
37133,0,193912,NORTH CAROLINA
27043,0,13896,MINNESOTA
47057,2.447959575,23013,TENNESSEE
48161,5.994315322,19709,TEXAS
42087,0,46362,PENNSYLVANIA
1041,0,13865,ALABAMA
51520,0,16843,VIRGINIA
48399,37.14970222,10310,TEXAS
48443,4.897259484,862,TEXAS
20153,0,2509,KANSAS
20193,0,7824,KANSAS
13161,0,14991,GEORGIA
19035,0,11468,IOWA
5145,0,78804,ARKANSAS
28083,0,29804,MISSISSIPPI
29053,0,17622,MISSOURI
26043,0,25570,MICHIGAN
17197,0,688697,ILLINOIS
48117,2.301150079,18899,TEXAS
46011,11.75786694,34239,SOUTH DAKOTA
29047,0,239164,MISSOURI
28027,0,23802,MISSISSIPPI
18011,0,64321,INDIANA
19057,0,39600,IOWA
19163,0,172288,IOWA
20143,38.01199154,5902,KANSAS
12023,0,69105,FLORIDA
12059,0,19430,FLORIDA
28047,0,202626,MISSISSIPPI
47011,13.8596044,104557,TENNESSEE
27017,13.43349463,35540,MINNESOTA
48315,77.86087636,10083,TEXAS
36095,0.175906482,31364,NEW YORK
40117,47.31469283,16428,OKLAHOMA
36007,0,194402,NEW YORK
48291,28.99944947,81862,TEXAS
39009,0,65936,OHIO
39081,0,66886,OHIO
54083,0,29065,WEST VIRGINIA
54049,0,56497,WEST VIRGINIA
34011,0,153400,NEW JERSEY
6057,95.43497909,99092,CALIFORNIA
55031,0,43402,WISCONSIN
21199,7.401420912,64145,KENTUCKY
37065,0,53332,NORTH CAROLINA
48241,53.94391163,35504,TEXAS
49001,0,6443,UTAH
13213,78.18804744,39557,GEORGIA
18075,0,20993,INDIANA
26117,0,63209,MICHIGAN
36083,61.45682321,159431,NEW YORK
12021,32.42989386,363922,FLORIDA
35031,4.041495682,72849,NEW MEXICO
13017,0,17154,GEORGIA
5077,0,9398,ARKANSAS
12003,0,27785,FLORIDA
13173,0,10366,GEORGIA
20159,28.51086975,9762,KANSAS
1015,64.88104889,115098,ALABAMA
28059,41.99576623,142014,MISSISSIPPI
21037,0,92267,KENTUCKY
21057,0,6713,KENTUCKY
28107,0,34243,MISSISSIPPI
48195,3.492243267,5547,TEXAS
48071,31.52286565,40292,TEXAS
13239,0,2276,GEORGIA
48199,49.02250462,56379,TEXAS
9005,0,183031,CONNECTICUT
39143,0,59299,OHIO
23021,0,16887,MAINE
17153,0,5611,ILLINOIS
40107,60.02689128,12115,OKLAHOMA
26145,0,192778,MICHIGAN
35039,56.35900576,39307,NEW MEXICO
50005,0,30425,VERMONT
51023,12.64572897,33222,VIRGINIA
17119,0,265670,ILLINOIS
48085,1.971691363,944350,TEXAS
45001,11.97396682,24657,SOUTH CAROLINA
31053,0,36683,NEBRASKA
12115,19.86882159,412144,FLORIDA
55077,35.19812826,15207,WISCONSIN
4015,36.08501754,206064,ARIZONA
4025,53.74562955,224645,ARIZONA
45051,86.30128834,320915,SOUTH CAROLINA
42091,0,821301,PENNSYLVANIA
16061,44.01941917,3845,IDAHO
51720,48.01299662,3990,VIRGINIA
34027,82.7405249,494383,NEW JERSEY
29211,0,6317,MISSOURI
20135,0,2955,KANSAS
48039,20.86241699,353999,TEXAS
51790,9.27470039,24452,VIRGINIA
31029,0,3734,NEBRASKA
39113,0,532034,OHIO
48447,43.93148995,1567,TEXAS
13221,22.67945592,14784,GEORGIA
5029,0.7685987,20906,ARKANSAS
29147,0,22547,MISSOURI
38073,6.484726823,5361,NORTH DAKOTA
26017,0,104786,MICHIGAN
47157,0,937005,TENNESSEE
6007,80.86606435,227075,CALIFORNIA
27115,14.65496811,29129,MINNESOTA
48021,14.81522501,82577,TEXAS
53039,60.19534293,21396,WASHINGTON
53055,0,16473,WASHINGTON
55009,0,259786,WISCONSIN
20205,3.172738531,8780,KANSAS
22069,9.64101872,38963,LOUISIANA
22109,0,112587,LOUISIANA
13155,0,9268,GEORGIA
26011,2.660536552,15165,MICHIGAN
19111,0,34541,IOWA
20141,0,3603,KANSAS
26047,0,33039,MICHIGAN
19071,0,6968,IOWA
23015,0,34067,MAINE
36099,0,34612,NEW YORK
21125,61.20972709,60180,KENTUCKY
47121,7.760677841,11962,TENNESSEE
29213,7.97858027,54720,MISSOURI
13269,85.70705854,8193,GEORGIA
51830,7.835118592,14788,VIRGINIA
48415,53.87932974,17239,TEXAS
8047,74.92599915,5924,COLORADO
40087,23.58997296,38634,OKLAHOMA
54071,7.294972775,7056,WEST VIRGINIA
51139,27.34394146,23749,VIRGINIA
40079,70.92533581,49909,OKLAHOMA
54089,22.98710858,13018,WEST VIRGINIA
37119,76.98643665,1054314,NORTH CAROLINA
34013,41.67659098,793555,NEW JERSEY
29115,0,12186,MISSOURI
13209,0,9036,GEORGIA
41055,30.34509351,1605,OREGON
13133,6.51603232,16976,GEORGIA
46017,60.27354583,2053,SOUTH DAKOTA
46095,16.73830089,2055,SOUTH DAKOTA
48135,7.014575875,158342,TEXAS
48293,0.683638238,23515,TEXAS
53027,0,71967,WASHINGTON
54003,1.926968501,113495,WEST VIRGINIA
30067,68.38221096,16246,MONTANA
48121,21.19141107,807047,TEXAS
45021,43.36441685,56711,SOUTH CAROLINA
37199,48.39418664,17667,NORTH CAROLINA
48387,47.91852762,12275,TEXAS
48321,0.903838807,36743,TEXAS
27149,2.591997772,9784,MINNESOTA
13301,37.05784074,5346,GEORGIA
48197,17.51594382,3952,TEXAS
17133,0,33936,ILLINOIS
13165,4.534546379,8827,GEORGIA
21085,0,26178,KENTUCKY
48363,67.95726897,28317,TEXAS
13149,46.89043664,11677,GEORGIA
1079,1.609076219,33171,ALABAMA
28093,13.04187262,35787,MISSISSIPPI
20025,10.53269867,2053,KANSAS
20081,0,4047,KANSAS
22013,0,13668,LOUISIANA
13295,88.62625097,68824,GEORGIA
19095,0,16207,IOWA
31019,0.692759595,49030,NEBRASKA
40007,9.957484007,5415,OKLAHOMA
19023,0,14735,IOWA
30085,3.8733504,11228,MONTANA
53015,0,105112,WASHINGTON
48297,0,12123,TEXAS
29135,1.712553469,15958,MISSOURI
51193,0,17638,VIRGINIA
37197,28.36225502,37665,NORTH CAROLINA
6047,40.43346407,269075,CALIFORNIA
40043,11.21247554,4918,OKLAHOMA
37023,84.0783213,89712,NORTH CAROLINA
37191,0.963770671,124002,NORTH CAROLINA
42123,0,40035,PENNSYLVANIA
5061,5.695863805,13389,ARKANSAS
37059,42.68034755,41991,NORTH CAROLINA
37111,80.61981578,45109,NORTH CAROLINA
5099,0,8440,ARKANSAS
8125,0,10069,COLORADO
48421,0.067089736,3058,TEXAS
48463,23.64378842,27009,TEXAS
39011,0,45784,OHIO
22015,0,126131,LOUISIANA
19063,0,9551,IOWA
20169,52.29945827,54977,KANSAS
21153,65.4093306,12666,KENTUCKY
48017,7.132340483,7092,TEXAS
29027,0,44840,MISSOURI
56001,18.02929284,38102,WYOMING
56029,56.97929538,29121,WYOMING
42093,0,18294,PENNSYLVANIA
36081,21.5399662,2298513,NEW YORK
12121,0,43924,FLORIDA
26031,0,25458,MICHIGAN
26051,0.004045049,25289,MICHIGAN
21173,0.417248362,27759,KENTUCKY
45057,35.40473868,89546,SOUTH CAROLINA
21123,0,14156,KENTUCKY
19193,1.977421551,102398,IOWA
12123,0,22098,FLORIDA
17003,0,6532,ILLINOIS
29099,0,223302,MISSOURI
29113,0,55563,MISSOURI
13051,18.21554783,287049,GEORGIA
12125,0,15239,FLORIDA
36037,0.013350599,58112,NEW YORK
19041,0,16313,IOWA
30025,0.653714223,2838,MONTANA
46107,24.47270456,2326,SOUTH DAKOTA
48109,2.28595816,2241,TEXAS
23005,0,290944,MAINE
48013,0.060767554,48828,TEXAS
20095,23.8765204,7470,KANSAS
13241,7.621840095,16457,GEORGIA
54097,0,24605,WEST VIRGINIA
29215,2.731407644,25671,MISSOURI
5119,0,393463,ARKANSAS
19047,0,17132,IOWA
16005,46.77189402,85065,IDAHO
39055,0,93961,OHIO
6107,40.70557445,460477,CALIFORNIA
36117,12.62270874,90856,NEW YORK
51163,25.07092056,22509,VIRGINIA
38095,0,2246,NORTH DAKOTA
42045,0,563527,PENNSYLVANIA
36063,7.387747522,211704,NEW YORK
50003,0,35920,VERMONT
12019,0,207291,FLORIDA
37183,14.68616962,1046558,NORTH CAROLINA
39061,0,812037,OHIO
34003,45.40328371,929999,NEW JERSEY
32017,24.6330255,5174,NEVADA
30055,0.185309766,1630,MONTANA
19019,0,21125,IOWA
17043,0,931743,ILLINOIS
46047,22.91321759,6774,SOUTH DAKOTA
27069,29.7862728,4337,MINNESOTA
13219,12.99388013,37017,GEORGIA
48493,0,48198,TEXAS
31059,3.61634E-05,5574,NEBRASKA
12079,0,18474,FLORIDA
18153,0,20792,INDIANA
4012,5.459618069,20701,ARIZONA
13027,0,15622,GEORGIA
20185,34.90314639,4214,KANSAS
13271,0,16115,GEORGIA
26115,0,149699,MICHIGAN
18181,0,24217,INDIANA
18113,0,47451,INDIANA
21139,0,9263,KENTUCKY
13201,0,5836,GEORGIA
47103,0,33711,TENNESSEE
21211,0,46786,KENTUCKY
31185,0,13799,NEBRASKA
42001,0,102023,PENNSYLVANIA
45005,37.39095672,9214,SOUTH CAROLINA
47037,0,684017,TENNESSEE
49047,32.7129875,36323,UTAH
49049,65.24426912,590440,UTAH
18021,0,26268,INDIANA
36047,0.000446013,2600747,NEW YORK
29141,1.091854382,20137,MISSOURI
39075,0,43859,OHIO
19143,0,6115,IOWA
18079,0,27727,INDIANA
16083,56.7789443,83666,IDAHO
17165,0,24231,ILLINOIS
26077,0,261573,MICHIGAN
45061,76.15084225,17606,SOUTH CAROLINA
56019,20.509245,8515,WYOMING
18027,0,32937,INDIANA
26055,0,91746,MICHIGAN
22003,0.473396905,25661,LOUISIANA
46065,31.16587324,17617,SOUTH DAKOTA
46069,47.41515408,1331,SOUTH DAKOTA
45027,72.33961754,34017,SOUTH CAROLINA
30095,35.82532569,9410,MONTANA
47007,56.2468034,14602,TENNESSEE
21219,0,12350,KENTUCKY
47183,0,33626,TENNESSEE
29077,2.020239169,288429,MISSOURI
42077,0,362613,PENNSYLVANIA
31159,0,17127,NEBRASKA
36015,0,85740,NEW YORK
