"GEOID","county_sum","weighted_wfp"
"19049",21014,0
"19051",17937,0
"19053",18946,0.00152197839023743
"19055",20564,0
"19057",15275,0
"19059",14323,0
"19061",21908,0
"19063",14297,0
"19065",25980,0
"19067",17810,0
"19069",20695,0
"19071",18308,0
"19073",20299,0
"19075",17825,0
"19077",21078,0
"19079",20524,0
"19081",20370,0
"19083",20246,0
"19085",24944,8.8395929345098e-05
"19087",15503,0
"19089",16826,0
"19091",15476,0
"19093",15359,0
"19095",20875,0
"19097",23079,0
"19099",26035,0
"19101",15521,0
"19103",22136,0
"19105",20502,0
"19107",20603,0
"19109",34620,0
"19111",19148,0
"19113",25735,0
"19115",14826,0
"19117",15433,0
"19119",20857,0
"19121",19969,0
"19123",20368,0
"19125",20276,0
"19127",20371,0
"19129",15679,0
"19131",16685,0
"19133",24866,0.00168107116433963
"19135",15429,0
"19137",15065,0
"19139",15958,0
"19141",20337,0
"19143",14217,0
"19145",19060,0
"19147",20251,0
"19149",30640,0.0297400564804357
"19151",20544,0
"19153",21026,0
"19155",34077,0
"19157",20824,0
"19159",19151,0.000329534137713654
"19161",20535,0
"19163",16637,0
"19165",21003,0
"19167",27353,3.5821356016981e-05
"19169",20377,0
"19171",25647,0
"19173",19002,0
"19175",15113,0.00087866358311227
"19177",17428,0
"19179",15491,0
"19181",20363,0
"19183",20284,0
"19185",18735,0
"19187",25529,0
"19189",14264,0
"19191",24514,0
"19193",31222,0.00801490353362229
"19195",14288,0
"19197",20687,0
"20001",17962,0.000145279259424443
"20003",20706,0.00442940818367787
"20005",15453,0
"20007",40367,0.048171545002444
"20009",31993,0.0340084347990584
"20011",22628,0
"20013",20364,0.000404041788290303
"20015",51409,2.88459655626986
"20017",27652,6.67049685268052
"20019",22848,6.11813260229632
"20021",21015,4.74346766176377e-05
"20023",36271,0
"20025",34718,0.0676765909571304
"20027",23271,0.291537053436217
"20029",25505,0.0260313536357204
"20031",23226,0.506196736475722
"20033",28051,0.352655598624411
"20035",40238,7.08813513897591
"20037",21151,0
"20039",31767,0
"20041",30286,0.414908636059893
"20043",14146,0
"20045",16838,0
"20047",22110,0.154014919558515
"20049",23104,6.71321862251923
"20051",31985,0
"20053",25686,2.54121528523135
"20055",46286,0
"20057",39044,0.0443649803739099
"20059",20496,0.00105024761133537
"20061",14367,2.44772495933343
"20063",38080,0
"20065",31934,0
"20067",20435,0
"20069",30881,0
"20071",27654,0
"20073",40917,5.76725291847715
"20075",35441,0
"20077",28507,0.00353436845293872
"20079",19225,0.309513817775369
"20081",20529,0
"20083",30566,0
"20085",23348,0.155470091371423
"20087",19753,0.0002616372989694
"20089",32480,0
"20091",17051,0
"20093",30947,0
"20095",30786,0.23265864853875
"20097",25689,0.250887914843478
"20099",23191,1.0971249655665e-05
"20101",25496,0
"20103",16656,0
"20105",25600,0.0664092281279545
"20107",21528,0
"20109",38121,0
"20111",30465,4.66295881609302
"20113",31998,0.936436273559052
"20115",33861,0.344922250000343
"20117",32162,0.15094665438687
"20119",34793,0.0076812727446074
"20121",20955,0
"20123",25565,0
"20125",23187,0.00891808000276556
"20127",24959,5.51380096687571
"20129",25937,7.34331583748372e-05
"20131",25522,0.279938570384632
"20133",20526,0
"20135",38191,0
"20137",31311,0
"20139",25592,0.495875928951656
"20141",31769,0
"20143",25625,0.859219897823852
"20145",26804,0.0225361280673252
"20147",31779,0
"20149",30598,2.34427123875148
"20151",26131,0.191183001096784
"20153",38000,0
"20155",45185,1.26057417514202
"20157",25582,1.95263038989107e-05
"20159",25855,0.918957813305805
"20161",22116,1.87525617933505
"20163",31802,0
"20165",25511,0
"20167",31954,0.000647093341636781
"20169",25640,2.10268644640836
"20171",25497,0
"20173",35846,0.0711648586971251
"20175",22750,1.52606292297268e-05
"20177",19728,0.061807925160928
"20179",31837,0
"20181",37526,0
"20183",31875,0
"20185",28248,0.697062014693665
"20187",24171,0
"20189",25846,0
"20191",42109,0.00177025212876581
"20193",38186,0
"20195",31967,0
"20197",28435,8.82007032722407
"20199",32463,0
"20201",31949,0.0100934010779927
"20203",25532,0
"20205",20424,0.0432152042361151
"20207",17964,0.420264043535089
"20209",5562,0
"21001",14651,0
"21003",12507,0
"21005",7255,0
"21007",9731,0
"21009",17758,0
"21011",10087,0.00242377503564293
"21013",12838,1.79722348390492
"21015",9115,0
"21017",10361,0
"21019",5756,0.541169527302412
"21021",6490,0
"21023",7418,0
"21025",17590,4.1345045068264
"21027",20815,0
"21029",10668,0
"21031",15336,0
"21033",12356,0
"21035",14595,0
"21037",5669,0
"21039",7070,0
"21041",4871,0
"21043",14648,0.12901942635698
"21045",15838,0
"21047",25728,0
"21049",9070,0
"21051",16729,3.21264422568927
"21053",7292,0
"21055",13198,0
"21057",11041,0
"21059",16934,0
"21061",10939,0
"21063",8368,0.209657143222386
"21065",9091,0.0419005395323448
"21067",10154,0
"21069",12493,0.00517408862536422
"21071",14052,3.39820367836835
"21073",7536,0
"21075",8197,0
"21077",3717,0
"21079",8324,0.00859525989808777
"21081",9266,0
"21083",19783,0
"21085",18157,0
"21087",10264,0
"21089",12595,0.0975977068385897
"21091",7056,0
"21093",22388,0
"21095",16623,0.439435418452482
"21097",11009,0
"21099",14840,0
"21101",16542,0
"21103",10338,0
"21105",8993,0
"21107",19700,0
"21109",12313,2.99715265056929
"21111",14130,0
"21113",6197,0
"21115",9380,2.61974673603212
"21117",5841,0
"21119",12543,4.35792995929745
"21121",13782,4.11797074607732
"21123",9374,0
"21125",15776,2.84550096476545
"21127",14922,1.35041902118797
"21129",7503,1.50971126103706
"21131",14369,2.42599046873391
"21133",12049,1.93230109735608
"21135",17583,0.00410692053495147
"21137",11953,0.00581918653126857
"21139",12146,0
"21141",19792,0
"21143",9119,0
"21145",9517,0
"21147",15312,0.43599362983793
"21149",9108,0
"21151",15729,0.0151634308260175
"21153",10993,3.14963082657418
"21155",12316,0
"21157",12079,0
"21159",8191,5.46015251068592
"21161",8762,0
"21163",11518,0
"21165",7315,0.903763691108763
"21167",9005,0
"21169",10346,0
"21171",11801,0
"21173",7060,0.00056162386072548
"21175",13634,0.754767569459178
"21177",17032,0
"21179",15058,0
"21181",6988,0
"21183",21175,0
"21185",6978,0
"21187",12588,0
"21189",7047,3.81179199820752
"21191",10016,0
"21193",12171,4.14654327589165
"21195",28035,2.80802475055017
"21197",6400,0.0754955498917964
"21199",24038,0.0484617335378583
"21201",3553,0
"21203",11297,0.0732124938660016
"21205",10164,0.062410560780789
"21207",10053,0
"21209",10140,0
"21211",13701,0
"21213",8401,0
"21215",6802,0
"21217",9840,0
"21219",13396,0
"21221",17088,0
"21223",5541,0
"21225",12904,0
"21227",19450,0
"21229",10706,0
"21231",17211,0.00484653391910786
"21233",11929,0
"21235",15811,2.44582455632935
"21237",7896,1.1437845344241
"21239",6822,0
"22001",23353,0
"22003",27206,0.126214451468158
"22005",10746,0
"22007",13153,0
"22009",30751,0.000986224386197359
"22011",41426,0
"22013",29220,0
"22015",30785,0
"22017",33288,0.0647381132831437
"22019",38895,0
"22021",19226,0
"22023",58241,0
"22025",26256,0
"22027",27250,0
"22029",26569,0
"22031",31778,0.00602483389227226
"22033",16707,0
"22035",15720,0
"22037",16202,0
"22039",24148,0.759331377574078
"22041",22566,0
"22043",23627,0.0192480962030912
"22045",22002,0
"22047",23195,0
"22049",20613,0
"22051",18155,0.203201147590121
"22053",23394,0
"22055",9559,0
"22057",44091,0
"22059",23525,0
"22061",16789,0
"22063",24566,0
"22065",23116,0
"22067",28639,0
"22069",46166,0.104210019119833
"22071",12383,4.32003925893551
"22073",22453,0
"22075",42391,0.0924496419478659
"22077",20970,0
"22079",48383,2.51130540721337
"22081",14294,0
"22083",20056,0
"22085",35951,0.0204404238319875
"22087",21930,2.66424387794524
"22089",14106,0.848005263644229
"22091",14549,0
"22093",8987,0
"22095",14566,0.0338227847454978
"22097",33379,0
"22099",29017,0
"22101",26164,0
"22103",38559,0
"22105",29976,0
"22107",22787,0
"22109",52790,0
"22111",32159,0
"22113",46079,0
"22115",47628,0.00401309909714713
"22117",24009,0
"22119",21857,0
"22121",7233,0
"22123",12803,0
"22125",15134,0
"22127",33998,0.000282613078145448
"23001",17639,0
"23003",242515,0
"23005",33830,0
"23007",61922,0
"23009",62367,0
"23011",33794,0
"23013",14530,0
"23015",17004,0
"23017",77288,0
"23019",126368,0
"23021",155555,0
"23023",9651,0
"23025",145356,0
"23027",27136,0
"23029",100800,0
"23031",36376,0
"24001",15218,0
"24003",15959,0
"24005",22061,0
"24009",8448,0
"24011",11581,0
"24013",16078,0
"24015",13387,0
"24017",17216,0
"24019",21261,0
"24021",23712,0
"24023",23367,0
"24025",16043,0
"24027",9002,0
"24029",10726,0
"24031",18008,0
"24033",17718,0
"24035",14026,0
"24037",14293,0
"24039",12372,0
"24041",10930,0
"24043",16598,0
"24045",13661,0
