"OID_","Value","Count","cntys_svi_wfp_metrics_clip_raster","whp2020_cls_conus","GEOID","NAME","weighted_wfhp"
483,483,42546,1142,2,"30029","Flathead",3.08906009611101
484,484,7034,1142,1,"30029","Flathead",3.08906009611101
485,485,66980,1142,3,"30029","Flathead",3.08906009611101
486,486,12340,1142,NA,"30029","Flathead",3.08906009611101
487,487,31967,1142,4,"30029","Flathead",3.08906009611101
488,488,6052,1142,NA,"30029","Flathead",3.08906009611101
489,489,19820,1142,5,"30029","Flathead",3.08906009611101
490,490,22569,2556,NA,"30035","Glacier",1.76678722695474
491,491,34941,2556,1,"30035","Glacier",1.76678722695474
492,492,37716,2556,2,"30035","Glacier",1.76678722695474
493,493,7663,2556,3,"30035","Glacier",1.76678722695474
494,494,1236,2556,NA,"30035","Glacier",1.76678722695474
495,495,3520,2556,4,"30035","Glacier",1.76678722695474
496,496,212,2556,5,"30035","Glacier",1.76678722695474
497,497,2659,1337,5,"16017","Bonner",2.78301527033973
498,498,28,1462,5,"53051","Pend Oreille",2.56134184005202
499,499,47854,1942,1,"30101","Toole",1.00033424554513
500,500,20780,1942,NA,"30101","Toole",1.00033424554513
501,501,456,1942,NA,"30101","Toole",1.00033424554513
502,502,34114,827,1,"30051","Liberty",1
503,503,16664,827,NA,"30051","Liberty",1
504,504,633,827,NA,"30051","Liberty",1
505,505,64322,2626,1,"30041","Hill",1.11441795231417
506,506,31909,2626,NA,"30041","Hill",1.11441795231417
507,507,398,2626,NA,"30041","Hill",1.11441795231417
508,508,16900,1291,2,"53063","Spokane",2.54409160379418
509,509,3275,1291,4,"53063","Spokane",2.54409160379418
510,510,18354,1291,3,"53063","Spokane",2.54409160379418
511,511,21304,1291,NA,"53063","Spokane",2.54409160379418
512,512,2638,1291,1,"53063","Spokane",2.54409160379418
513,513,755,1291,NA,"53063","Spokane",2.54409160379418
514,514,36132,1457,3,"30089","Sanders",3.10481308020406
515,515,2277,1457,NA,"30089","Sanders",3.10481308020406
516,516,22132,1457,2,"30089","Sanders",3.10481308020406
517,517,25766,1457,4,"30089","Sanders",3.10481308020406
518,518,4215,1457,1,"30089","Sanders",3.10481308020406
519,519,14,1942,2,"30101","Toole",1.00033424554513
520,520,7411,1457,5,"30089","Sanders",3.10481308020406
521,521,114558,2004,1,"30005","Blaine",1.15314929577465
522,522,16898,2004,NA,"30005","Blaine",1.15314929577465
523,523,557,2004,NA,"30005","Blaine",1.15314929577465
524,524,1189,1457,NA,"30089","Sanders",3.10481308020406
525,525,19693,147,3,"16055","Kootenai",2.44342261079896
526,526,14692,147,2,"16055","Kootenai",2.44342261079896
527,527,4234,147,1,"16055","Kootenai",2.44342261079896
528,528,1070,147,4,"16055","Kootenai",2.44342261079896
529,529,4105,147,NA,"16055","Kootenai",2.44342261079896
530,530,45905,1813,3,"16079","Shoshone",2.9091602479401
531,531,21267,1813,4,"16079","Shoshone",2.9091602479401
532,532,54,1291,5,"53063","Spokane",2.54409160379418
533,533,21359,1813,2,"16079","Shoshone",2.9091602479401
534,534,2710,147,NA,"16055","Kootenai",2.44342261079896
535,535,4369,1813,1,"16079","Shoshone",2.9091602479401
536,536,187,1813,5,"16079","Shoshone",2.9091602479401
537,537,5207,425,2,"30073","Pondera",1.53096436274006
538,538,400,425,NA,"30073","Pondera",1.53096436274006
539,539,18971,425,NA,"30073","Pondera",1.53096436274006
540,540,28155,425,1,"30073","Pondera",1.53096436274006
541,541,2727,425,3,"30073","Pondera",1.53096436274006
542,542,1,1942,3,"30101","Toole",1.00033424554513
543,543,1442,425,5,"30073","Pondera",1.53096436274006
544,544,114,1813,NA,"16079","Shoshone",2.9091602479401
545,545,1417,425,4,"30073","Pondera",1.53096436274006
546,546,707,1813,NA,"16079","Shoshone",2.9091602479401
547,547,5806,2626,2,"30041","Hill",1.11441795231417
548,548,16950,2004,2,"30005","Blaine",1.15314929577465
549,549,15397,2560,3,"30047","Lake",2.93134986225895
550,550,12717,2560,2,"30047","Lake",2.93134986225895
551,551,7521,2560,NA,"30047","Lake",2.93134986225895
552,552,5416,2560,4,"30047","Lake",2.93134986225895
553,553,6969,2560,5,"30047","Lake",2.93134986225895
554,554,5871,2560,NA,"30047","Lake",2.93134986225895
555,555,1413,2004,3,"30005","Blaine",1.15314929577465
556,556,4876,2560,1,"30047","Lake",2.93134986225895
557,557,19651,2419,NA,"30099","Teton",1.36633857624015
558,558,46515,2419,1,"30099","Teton",1.36633857624015
559,559,9991,2419,2,"30099","Teton",1.36633857624015
560,560,2038,2419,3,"30099","Teton",1.36633857624015
561,561,2133,2419,4,"30099","Teton",1.36633857624015
562,562,485,2419,5,"30099","Teton",1.36633857624015
563,563,618,2419,NA,"30099","Teton",1.36633857624015
564,564,1164,2626,3,"30041","Hill",1.11441795231417
565,565,8,2626,4,"30041","Hill",1.11441795231417
566,566,36552,176,NA,"30015","Chouteau",1.05946596148889
567,567,99272,176,1,"30015","Chouteau",1.05946596148889
568,568,204,2004,4,"30005","Blaine",1.15314929577465
569,569,4732,176,2,"30015","Chouteau",1.05946596148889
570,570,676,176,NA,"30015","Chouteau",1.05946596148889
571,571,738,176,3,"30015","Chouteau",1.05946596148889
572,572,52348,264,2,"30049","Lewis and Clark",2.48929868967061
573,573,13822,264,4,"30049","Lewis and Clark",2.48929868967061
574,574,22967,264,3,"30049","Lewis and Clark",2.48929868967061
575,575,18707,264,1,"30049","Lewis and Clark",2.48929868967061
576,576,8310,264,5,"30049","Lewis and Clark",2.48929868967061
577,577,3058,673,NA,"16009","Benewah",2.14883606758581
578,578,6835,264,NA,"30049","Lewis and Clark",2.48929868967061
579,579,3866,673,1,"16009","Benewah",2.14883606758581
580,580,13809,673,2,"16009","Benewah",2.14883606758581
581,581,6032,673,3,"16009","Benewah",2.14883606758581
582,582,367,673,NA,"16009","Benewah",2.14883606758581
583,583,1264,264,NA,"30049","Lewis and Clark",2.48929868967061
584,584,736,673,4,"16009","Benewah",2.14883606758581
585,585,7,176,4,"30015","Chouteau",1.05946596148889
586,586,4343,2679,2,"30061","Mineral",3.57702983229538
587,587,14019,2679,3,"30061","Mineral",3.57702983229538
588,588,17248,2679,4,"30061","Mineral",3.57702983229538
589,589,673,2679,1,"30061","Mineral",3.57702983229538
590,590,443,2679,NA,"30061","Mineral",3.57702983229538
591,591,151,2679,NA,"30061","Mineral",3.57702983229538
592,592,6590,2679,5,"30061","Mineral",3.57702983229538
593,593,39114,2850,3,"30063","Missoula",3.51716663091461
594,594,26726,2850,4,"30063","Missoula",3.51716663091461
595,595,14040,2850,5,"30063","Missoula",3.51716663091461
596,596,3533,2850,NA,"30063","Missoula",3.51716663091461
597,597,8387,2850,2,"30063","Missoula",3.51716663091461
598,598,888,2850,NA,"30063","Missoula",3.51716663091461
599,599,5169,2539,1,"16057","Latah",2.50027178836746
600,600,10636,2539,NA,"16057","Latah",2.50027178836746
601,601,8648,2539,2,"16057","Latah",2.50027178836746
602,602,8898,2539,3,"16057","Latah",2.50027178836746
603,603,4564,2539,4,"16057","Latah",2.50027178836746
604,604,306,2850,1,"30063","Missoula",3.51716663091461
605,605,28847,2020,2,"30077","Powell",2.81467132902317
606,606,24945,2020,3,"30077","Powell",2.81467132902317
607,607,13011,2020,4,"30077","Powell",2.81467132902317
608,608,3016,2020,NA,"30077","Powell",2.81467132902317
609,609,345,2020,NA,"30077","Powell",2.81467132902317
610,610,6625,2020,5,"30077","Powell",2.81467132902317
611,611,6074,2020,1,"30077","Powell",2.81467132902317
612,612,20,2539,NA,"16057","Latah",2.50027178836746
613,613,62567,1139,1,"30013","Cascade",1.36864531656761
614,614,14368,1139,NA,"30013","Cascade",1.36864531656761
615,615,11537,1139,2,"30013","Cascade",1.36864531656761
616,616,529,1139,NA,"30013","Cascade",1.36864531656761
617,617,3536,1139,3,"30013","Cascade",1.36864531656761
618,618,38803,1715,3,"16035","Clearwater",3.42972231342934
619,619,5708,1715,2,"16035","Clearwater",3.42972231342934
620,620,2437,1715,1,"16035","Clearwater",3.42972231342934
621,621,29429,1715,4,"16035","Clearwater",3.42972231342934
622,622,33695,1381,2,"30027","Fergus",1.32044746530728
623,623,395,1381,NA,"30027","Fergus",1.32044746530728
624,624,96226,1381,1,"30027","Fergus",1.32044746530728
625,625,19991,1381,NA,"30027","Fergus",1.32044746530728
626,626,3469,1381,3,"30027","Fergus",1.32044746530728
627,627,279,1915,NA,"53023","Garfield",2.39416735366859
628,628,5933,1915,1,"53023","Garfield",2.39416735366859
629,629,7078,1915,2,"53023","Garfield",2.39416735366859
630,630,5832,1915,NA,"53023","Garfield",2.39416735366859
631,631,1910,1915,3,"53023","Garfield",2.39416735366859
632,632,788,1381,4,"30027","Fergus",1.32044746530728
633,633,316,2539,5,"16057","Latah",2.50027178836746
634,634,1788,1915,4,"53023","Garfield",2.39416735366859
635,635,8899,1715,5,"16035","Clearwater",3.42972231342934
636,636,2228,1715,NA,"16035","Clearwater",3.42972231342934
637,637,889,1715,NA,"16035","Clearwater",3.42972231342934
638,638,3772,1139,4,"30013","Cascade",1.36864531656761
639,639,2699,1915,5,"53023","Garfield",2.39416735366859
640,640,41495,2018,1,"30045","Judith Basin",1.50021597494691
641,641,10870,717,NA,"16069","Nez Perce",2.35672937771346
642,642,4211,717,1,"16069","Nez Perce",2.35672937771346
643,643,8100,717,2,"16069","Nez Perce",2.35672937771346
644,644,3956,717,3,"16069","Nez Perce",2.35672937771346
645,645,2086,717,4,"16069","Nez Perce",2.35672937771346
646,646,6184,2018,2,"30045","Judith Basin",1.50021597494691
647,647,2177,2018,3,"30045","Judith Basin",1.50021597494691
648,648,24,1139,5,"30013","Cascade",1.36864531656761
649,649,10854,2018,NA,"30045","Judith Basin",1.50021597494691
650,650,215,717,NA,"16069","Nez Perce",2.35672937771346
651,651,42,2018,NA,"30045","Judith Basin",1.50021597494691
652,652,995,717,5,"16069","Nez Perce",2.35672937771346
653,653,260,1737,NA,"53003","Asotin",2.63615858854193
654,654,6629,1737,2,"53003","Asotin",2.63615858854193
655,655,7293,1737,3,"53003","Asotin",2.63615858854193
656,656,2546,1737,NA,"53003","Asotin",2.63615858854193
657,657,2706,1737,1,"53003","Asotin",2.63615858854193
658,658,1864,1737,4,"53003","Asotin",2.63615858854193
659,659,1459,1737,5,"53003","Asotin",2.63615858854193
660,660,1862,2130,1,"16061","Lewis",2.76679622431982
661,661,2415,2130,3,"16061","Lewis",2.76679622431982
662,662,860,2130,5,"16061","Lewis",2.76679622431982
663,663,1886,2130,4,"16061","Lewis",2.76679622431982
664,664,1982,2130,2,"16061","Lewis",2.76679622431982
665,665,5569,2018,4,"30045","Judith Basin",1.50021597494691
666,666,7996,2130,NA,"16061","Lewis",2.76679622431982
667,667,50,2130,NA,"16061","Lewis",2.76679622431982
668,668,10268,1484,4,"30039","Granite",2.90882943143813
669,669,19500,1484,3,"30039","Granite",2.90882943143813
670,670,5120,1484,5,"30039","Granite",2.90882943143813
671,671,23864,1484,2,"30039","Granite",2.90882943143813
672,672,4866,195,3,"30059","Meagher",1.61256224978029
673,673,17080,195,2,"30059","Meagher",1.61256224978029
674,674,7614,195,4,"30059","Meagher",1.61256224978029
675,675,52235,195,1,"30059","Meagher",1.61256224978029
676,676,3042,195,NA,"30059","Meagher",1.61256224978029
677,677,142228,551,5,"16049","Idaho",4.21756259268952
678,678,81423,551,4,"16049","Idaho",4.21756259268952
679,679,49620,551,3,"16049","Idaho",4.21756259268952
680,680,9652,551,2,"16049","Idaho",4.21756259268952
681,681,14814,551,NA,"16049","Idaho",4.21756259268952
682,682,718,551,NA,"16049","Idaho",4.21756259268952
683,683,1048,1484,1,"30039","Granite",2.90882943143813
684,684,3652,551,1,"16049","Idaho",4.21756259268952
685,685,6719,2760,NA,"30081","Ravalli",3.72653603793602
686,686,22031,2760,5,"30081","Ravalli",3.72653603793602
687,687,21528,2760,4,"30081","Ravalli",3.72653603793602
688,688,26248,2760,3,"30081","Ravalli",3.72653603793602
689,689,321,2760,NA,"30081","Ravalli",3.72653603793602
690,690,133,195,5,"30059","Meagher",1.61256224978029
691,691,8112,2760,2,"30081","Ravalli",3.72653603793602
692,692,1501,1484,NA,"30039","Granite",2.90882943143813
693,693,245,1484,NA,"30039","Granite",2.90882943143813
694,694,318,2760,1,"30081","Ravalli",3.72653603793602
695,695,104,195,NA,"30059","Meagher",1.61256224978029
696,696,137,2018,5,"30045","Judith Basin",1.50021597494691
697,697,23609,1425,1,"30007","Broadwater",1.59926883405144
698,698,9633,1425,2,"30007","Broadwater",1.59926883405144
699,699,3168,1425,4,"30007","Broadwater",1.59926883405144
700,700,1864,1425,3,"30007","Broadwater",1.59926883405144
701,701,3964,1425,NA,"30007","Broadwater",1.59926883405144
702,702,12565,2737,4,"30043","Jefferson",2.26756629366479
703,703,16515,2737,2,"30043","Jefferson",2.26756629366479
704,704,7270,2737,3,"30043","Jefferson",2.26756629366479
705,705,1537,2737,NA,"30043","Jefferson",2.26756629366479
706,706,19968,2737,1,"30043","Jefferson",2.26756629366479
707,707,1736,1425,NA,"30007","Broadwater",1.59926883405144
708,708,965,2737,5,"30043","Jefferson",2.26756629366479
709,709,142,2737,NA,"30043","Jefferson",2.26756629366479
710,710,43914,2748,1,"30107","Wheatland",1.06352951457159
711,711,454,2748,3,"30107","Wheatland",1.06352951457159
712,712,297,2748,4,"30107","Wheatland",1.06352951457159
713,713,1109,2748,2,"30107","Wheatland",1.06352951457159
714,714,4778,2748,NA,"30107","Wheatland",1.06352951457159
715,715,21,1425,5,"30007","Broadwater",1.59926883405144
716,716,36730,1861,1,"30037","Golden Valley",1.04899539937099
717,717,1607,1861,2,"30037","Golden Valley",1.04899539937099
718,718,3254,1861,NA,"30037","Golden Valley",1.04899539937099
719,719,130,1861,3,"30037","Golden Valley",1.04899539937099
720,720,167,2748,NA,"30107","Wheatland",1.06352951457159
721,721,29407,104,1,"30065","Musselshell",1.6005480310029
722,722,30941,104,2,"30065","Musselshell",1.6005480310029
723,723,3138,104,3,"30065","Musselshell",1.6005480310029
724,724,31,1861,NA,"30037","Golden Valley",1.04899539937099
725,725,12855,2739,2,"30023","Deer Lodge",2.14613692033047
726,726,3010,2739,4,"30023","Deer Lodge",2.14613692033047
727,727,2597,104,NA,"30065","Musselshell",1.6005480310029
728,728,2547,2739,3,"30023","Deer Lodge",2.14613692033047
729,729,1987,2739,NA,"30023","Deer Lodge",2.14613692033047
730,730,5518,2739,1,"30023","Deer Lodge",2.14613692033047
731,731,6,1861,4,"30037","Golden Valley",1.04899539937099
732,732,260,2739,NA,"30023","Deer Lodge",2.14613692033047
733,733,157,2739,5,"30023","Deer Lodge",2.14613692033047
734,734,39,104,NA,"30065","Musselshell",1.6005480310029
735,735,5034,1058,4,"30093","Silver Bow",2.17492579155673
736,736,9773,1058,2,"30093","Silver Bow",2.17492579155673
737,737,7660,1058,1,"30093","Silver Bow",2.17492579155673
738,738,1766,1058,3,"30093","Silver Bow",2.17492579155673
739,739,23,1058,5,"30093","Silver Bow",2.17492579155673
740,740,1217,1058,NA,"30093","Silver Bow",2.17492579155673
741,741,66,1058,NA,"30093","Silver Bow",2.17492579155673
742,742,37523,3095,2,"30001","Beaverhead",1.63390734620514
743,743,7181,3095,NA,"30001","Beaverhead",1.63390734620514
744,744,16169,3095,3,"30001","Beaverhead",1.63390734620514
745,745,15466,3095,4,"30001","Beaverhead",1.63390734620514
746,746,119558,3095,1,"30001","Beaverhead",1.63390734620514
747,747,18452,766,2,"30031","Gallatin",2.14747185905902
748,748,36606,766,1,"30031","Gallatin",2.14747185905902
749,749,16554,766,4,"30031","Gallatin",2.14747185905902
750,750,8544,766,3,"30031","Gallatin",2.14747185905902
751,751,10048,766,NA,"30031","Gallatin",2.14747185905902
752,752,1089,3095,NA,"30001","Beaverhead",1.63390734620514
753,753,989,766,NA,"30031","Gallatin",2.14747185905902
754,754,34431,2187,1,"30067","Park",2.29712184237967
755,755,21471,2187,2,"30067","Park",2.29712184237967
756,756,10281,2187,NA,"30067","Park",2.29712184237967
757,757,1001,3095,5,"30001","Beaverhead",1.63390734620514
758,758,10780,2187,3,"30067","Park",2.29712184237967
759,759,17370,2187,4,"30067","Park",2.29712184237967
760,760,3670,236,4,"30097","Sweet Grass",1.55221791909396
761,761,4367,236,NA,"30097","Sweet Grass",1.55221791909396
762,762,9680,236,2,"30097","Sweet Grass",1.55221791909396
763,763,3671,236,3,"30097","Sweet Grass",1.55221791909396
764,764,42957,236,1,"30097","Sweet Grass",1.55221791909396
765,765,5137,2187,5,"30067","Park",2.29712184237967
766,766,481,2187,NA,"30067","Park",2.29712184237967
767,767,341,236,NA,"30097","Sweet Grass",1.55221791909396
768,768,21412,1598,5,"16059","Lemhi",2.71596739914856
769,769,31159,1598,4,"16059","Lemhi",2.71596739914856
770,770,11104,1598,NA,"16059","Lemhi",2.71596739914856
771,771,379,104,4,"30065","Musselshell",1.6005480310029
772,772,28472,1598,3,"16059","Lemhi",2.71596739914856
773,773,1283,1005,NA,"16003","Adams",3.89840206841012
774,774,21204,1005,4,"16003","Adams",3.89840206841012
775,775,12995,1005,3,"16003","Adams",3.89840206841012
776,776,1402,1005,2,"16003","Adams",3.89840206841012
777,777,11440,1005,5,"16003","Adams",3.89840206841012
778,778,191,1005,NA,"16003","Adams",3.89840206841012
779,779,23109,1598,2,"16059","Lemhi",2.71596739914856
780,780,145,1005,1,"16003","Adams",3.89840206841012
781,781,192,1598,NA,"16059","Lemhi",2.71596739914856
782,782,12590,3070,2,"30057","Madison",1.56505090206729
783,783,83874,3070,1,"30057","Madison",1.56505090206729
784,784,8777,3070,NA,"30057","Madison",1.56505090206729
785,785,693,3070,NA,"30057","Madison",1.56505090206729
786,786,38539,2324,1,"30095","Stillwater",1.45878848063555
787,787,11053,2324,2,"30095","Stillwater",1.45878848063555
788,788,12039,3070,3,"30057","Madison",1.56505090206729
789,789,3281,2324,3,"30095","Stillwater",1.45878848063555
790,790,8499,2324,NA,"30095","Stillwater",1.45878848063555
791,791,46887,1598,1,"16059","Lemhi",2.71596739914856
792,792,274,2324,NA,"30095","Stillwater",1.45878848063555
793,793,2253,2324,4,"30095","Stillwater",1.45878848063555
794,794,9907,3070,4,"30057","Madison",1.56505090206729
795,795,34803,2692,1,"30111","Yellowstone",1.63263276780672
796,796,41914,2692,2,"30111","Yellowstone",1.63263276780672
797,797,12320,2692,NA,"30111","Yellowstone",1.63263276780672
798,798,325,2692,NA,"30111","Yellowstone",1.63263276780672
799,799,4605,2692,3,"30111","Yellowstone",1.63263276780672
800,800,8700,1078,2,"16085","Valley",3.63660917513545
801,801,44083,1078,3,"16085","Valley",3.63660917513545
802,802,5681,1078,NA,"16085","Valley",3.63660917513545
803,803,52331,1078,4,"16085","Valley",3.63660917513545
804,804,18779,1078,5,"16085","Valley",3.63660917513545
805,805,879,1078,1,"16085","Valley",3.63660917513545
806,806,2194,1078,NA,"16085","Valley",3.63660917513545
807,807,2375,766,5,"30031","Gallatin",2.14747185905902
808,808,135,2692,4,"30111","Yellowstone",1.63263276780672
809,809,151,3070,5,"30057","Madison",1.56505090206729
810,810,1476,236,5,"30097","Sweet Grass",1.55221791909396
811,811,41746,1924,1,"30009","Carbon",1.65328535669587
812,812,11564,1924,2,"30009","Carbon",1.65328535669587
813,813,523,1924,NA,"30009","Carbon",1.65328535669587
814,814,8789,1924,NA,"30009","Carbon",1.65328535669587
815,815,4097,1924,3,"30009","Carbon",1.65328535669587
816,816,4052,1924,4,"30009","Carbon",1.65328535669587
817,817,259,2324,5,"30095","Stillwater",1.45878848063555
