fips,state,rpl_themes,e_pop
29099,MISSOURI,0.1863,223302
29101,MISSOURI,0.3506,53689
29103,MISSOURI,0.557,3951
29105,MISSOURI,0.6178,35507
29107,MISSOURI,0.3882,32589
29109,MISSOURI,0.7866,38133
29111,MISSOURI,0.4465,10027
29113,MISSOURI,0.2939,55563
29115,MISSOURI,0.272,12186
29117,MISSOURI,0.3748,15076
29119,MISSOURI,0.8631,22827
29121,MISSOURI,0.586,15254
29123,MISSOURI,0.4777,12205
29125,MISSOURI,0.5118,8884
29127,MISSOURI,0.5459,28672
29129,MISSOURI,0.3045,3664
29131,MISSOURI,0.501,25049
29133,MISSOURI,0.9076,13748
29135,MISSOURI,0.5143,15958
29137,MISSOURI,0.3876,8654
29139,MISSOURI,0.5331,11545
29141,MISSOURI,0.629,20137
29143,MISSOURI,0.8968,17811
29145,MISSOURI,0.4341,58202
29147,MISSOURI,0.222,22547
29149,MISSOURI,0.4885,10699
29151,MISSOURI,0.0497,13619
29153,MISSOURI,0.5825,9236
29155,MISSOURI,0.9303,17031
29157,MISSOURI,0.2312,19146
29159,MISSOURI,0.8035,42371
29161,MISSOURI,0.6596,44789
29163,MISSOURI,0.5376,18489
29165,MISSOURI,0.0959,98824
29167,MISSOURI,0.5987,31549
29169,MISSOURI,0.6503,52591
29171,MISSOURI,0.5764,4815
29173,MISSOURI,0.1045,10217
29175,MISSOURI,0.5554,24945
29177,MISSOURI,0.2573,22825
29179,MISSOURI,0.5573,6315
29181,MISSOURI,0.715,13693
29183,MISSOURI,0.0363,389985
29185,MISSOURI,0.4987,9383
29186,MISSOURI,0.1885,17871
29187,MISSOURI,0.7016,66342
29189,MISSOURI,0.2611,998684
29195,MISSOURI,0.8162,23102
29197,MISSOURI,0.3831,4502
29199,MISSOURI,0.5303,4898
29201,MISSOURI,0.7844,38729
29203,MISSOURI,0.6449,8246
29205,MISSOURI,0.3984,6061
29207,MISSOURI,0.4643,29512
29209,MISSOURI,0.3487,31527
29211,MISSOURI,0.6296,6317
29213,MISSOURI,0.8217,54720
29215,MISSOURI,0.8303,25671
29217,MISSOURI,0.451,20691
29219,MISSOURI,0.3841,33908
29221,MISSOURI,0.7904,24931
29223,MISSOURI,0.7646,13308
29225,MISSOURI,0.6385,38082
29227,MISSOURI,0.2239,2040
29229,MISSOURI,0.9006,18293
29510,MISSOURI,0.7796,311273
30001,MONTANA,0.2516,9393
30003,MONTANA,0.8274,13376
30005,MONTANA,0.915,6727
30007,MONTANA,0.042,5834
30009,MONTANA,0.0433,10546
30011,MONTANA,0.0487,1318
30013,MONTANA,0.4102,81746
30015,MONTANA,0.4799,5789
30017,MONTANA,0.2901,11845
30019,MONTANA,0.0242,1753
30021,MONTANA,0.0752,9191
30023,MONTANA,0.4717,9100
30025,MONTANA,0.0217,2838
30027,MONTANA,0.2376,11273
30029,MONTANA,0.0924,98082
30031,MONTANA,0.0427,104729
30033,MONTANA,0.0076,1141
30035,MONTANA,0.8583,13699
30037,MONTANA,0.0519,724
30039,MONTANA,0.0764,3269
30041,MONTANA,0.6984,16439
30043,MONTANA,0.0481,11778
30045,MONTANA,0.0162,1951
30047,MONTANA,0.6468,29774
30049,MONTANA,0.1258,67077
30051,MONTANA,0.4099,2280
30053,MONTANA,0.4194,19358
30055,MONTANA,0.0774,1630
30057,MONTANA,0.1726,8218
30059,MONTANA,0.0465,1968
30061,MONTANA,0.5621,4211
30063,MONTANA,0.178,115983
30065,MONTANA,0.3551,4807
30067,MONTANA,0.0688,16246
30069,MONTANA,0.0029,432
30071,MONTANA,0.4146,4124
30073,MONTANA,0.8296,6044
30075,MONTANA,0.0392,1619
30077,MONTANA,0.2545,6861
30079,MONTANA,0.0758,1342
30081,MONTANA,0.186,41902
30083,MONTANA,0.2121,11360
30085,MONTANA,0.8879,11228
30087,MONTANA,0.607,9250
30089,MONTANA,0.3478,11521
30091,MONTANA,0.0949,3574
30093,MONTANA,0.5258,34814
30095,MONTANA,0.036,9410
30097,MONTANA,0.0086,3653
30099,MONTANA,0.2981,6080
30101,MONTANA,0.4768,4976
30103,MONTANA,0.0567,777
30105,MONTANA,0.1162,7532
30107,MONTANA,0.5436,2149
30109,MONTANA,0.3933,1175
30111,MONTANA,0.2497,157816
31001,NEBRASKA,0.3592,31583
31003,NEBRASKA,0.1032,6372
31005,NEBRASKA,0.0083,418
31007,NEBRASKA,0.0041,696
31009,NEBRASKA,0.0908,480
31011,NEBRASKA,0.0283,5313
31013,NEBRASKA,0.3586,11089
31015,NEBRASKA,0.092,2042
31017,NEBRASKA,0.1252,2988
31019,NEBRASKA,0.2656,49030
31021,NEBRASKA,0.2541,6528
31023,NEBRASKA,0.1172,8067
31025,NEBRASKA,0.0108,25702
31027,NEBRASKA,0.0121,8523
31029,NEBRASKA,0.1551,3734
31031,NEBRASKA,0.2261,5790
31033,NEBRASKA,0.121,9852
31035,NEBRASKA,0.1646,6232
31037,NEBRASKA,0.5188,10760
31039,NEBRASKA,0.1936,8991
31041,NEBRASKA,0.1818,10830
31043,NEBRASKA,0.8615,20317
31045,NEBRASKA,0.1717,8896
31047,NEBRASKA,0.7933,23804
31049,NEBRASKA,0.165,1894
31051,NEBRASKA,0.379,5746
31053,NEBRASKA,0.5691,36683
31055,NEBRASKA,0.4669,554992
31057,NEBRASKA,0.3038,2023
31059,NEBRASKA,0.0618,5574
31061,NEBRASKA,0.0768,3006
31063,NEBRASKA,0.0994,2609
31065,NEBRASKA,0.1825,4786
31067,NEBRASKA,0.1105,21595
31069,NEBRASKA,0.0143,1860
31071,NEBRASKA,0.043,1975
31073,NEBRASKA,0.0051,2015
31075,NEBRASKA,0.1328,718
31077,NEBRASKA,0.0411,2410
31079,NEBRASKA,0.6701,61343
31081,NEBRASKA,0.0089,9178
31083,NEBRASKA,0.1239,3438
31085,NEBRASKA,0.0436,943
31087,NEBRASKA,0.1943,2843
31089,NEBRASKA,0.0981,10245
31091,NEBRASKA,0.1468,691
31093,NEBRASKA,0.0803,6405
31095,NEBRASKA,0.2185,7188
31097,NEBRASKA,0.5777,5197
31099,NEBRASKA,0.0939,6552
31101,NEBRASKA,0.2268,8099
31103,NEBRASKA,0.001,792
31105,NEBRASKA,0.5611,3667
31107,NEBRASKA,0.3277,8460
31109,NEBRASKA,0.3025,310094
31111,NEBRASKA,0.3675,35433
31113,NEBRASKA,0.1073,886
31115,NEBRASKA,0.0045,585
31117,NEBRASKA,0.0838,454
31119,NEBRASKA,0.5105,35164
31121,NEBRASKA,0.1975,7803
31123,NEBRASKA,0.422,4841
31125,NEBRASKA,0.0825,3554
31127,NEBRASKA,0.1659,7004
31129,NEBRASKA,0.1736,4275
31131,NEBRASKA,0.2287,15896
31133,NEBRASKA,0.2318,2676
31135,NEBRASKA,0.0538,2907
31137,NEBRASKA,0.1226,9120
31139,NEBRASKA,0.0229,7157
31141,NEBRASKA,0.2994,33063
31143,NEBRASKA,0.1908,5255
31145,NEBRASKA,0.2373,10806
31147,NEBRASKA,0.1025,8009
31149,NEBRASKA,0.0092,1350
31151,NEBRASKA,0.5978,14288
31153,NEBRASKA,0.0971,178351
31155,NEBRASKA,0.0424,21024
31157,NEBRASKA,0.5675,36255
31159,NEBRASKA,0.0468,17127
31161,NEBRASKA,0.5968,5234
31163,NEBRASKA,0.0739,3042
31165,NEBRASKA,0.0178,1266
31167,NEBRASKA,0.057,5992
31169,NEBRASKA,0.058,5098
31171,NEBRASKA,0.0035,645
31173,NEBRASKA,0.8866,7140
31175,NEBRASKA,0.1484,4224
31177,NEBRASKA,0.0379,20219
31179,NEBRASKA,0.0847,9367
31181,NEBRASKA,0.1092,3571
31183,NEBRASKA,0.0048,822
31185,NEBRASKA,0.1828,13799
32001,NEVADA,0.6048,24010
32003,NEVADA,0.7404,2141574
32005,NEVADA,0.1793,47828
32007,NEVADA,0.5178,52252
32009,NEVADA,0.6395,981
32011,NEVADA,0.0675,1830
32013,NEVADA,0.5869,16904
32015,NEVADA,0.8261,5746
32017,NEVADA,0.4213,5174
32019,NEVADA,0.5783,53155
32021,NEVADA,0.8815,4448
32023,NEVADA,0.7309,43705
32027,NEVADA,0.9038,6611
32029,NEVADA,0.0717,3941
32031,NEVADA,0.5271,450486
32033,NEVADA,0.3742,9737
32510,NEVADA,0.8443,54467
33001,NEW HAMPSHIRE,0.0841,60640
33003,NEW HAMPSHIRE,0.0583,47840
33005,NEW HAMPSHIRE,0.1417,76263
33007,NEW HAMPSHIRE,0.529,32038
33009,NEW HAMPSHIRE,0.1882,89811
33011,NEW HAMPSHIRE,0.1911,411087
33013,NEW HAMPSHIRE,0.1455,149452
33015,NEW HAMPSHIRE,0.0111,305129
33017,NEW HAMPSHIRE,0.1748,128237
33019,NEW HAMPSHIRE,0.1513,43125
34001,NEW JERSEY,0.7911,268539
34003,NEW JERSEY,0.2395,929999
34005,NEW JERSEY,0.2054,446367
34007,NEW JERSEY,0.6118,507367
34009,NEW JERSEY,0.3398,93705
34011,NEW JERSEY,0.9592,153400
34013,NEW JERSEY,0.8404,793555
34015,NEW JERSEY,0.1675,290852
34017,NEW JERSEY,0.6424,668631
34019,NEW JERSEY,0.0264,125051
34021,NEW JERSEY,0.558,368762
34023,NEW JERSEY,0.4659,826698
34025,NEW JERSEY,0.1605,623387
34027,NEW JERSEY,0.1201,494383
34029,NEW JERSEY,0.3354,591939
34031,NEW JERSEY,0.7764,504041
34033,NEW JERSEY,0.5901,63336
34035,NEW JERSEY,0.1,330176
34037,NEW JERSEY,0.0191,142298
34039,NEW JERSEY,0.6232,553066
34041,NEW JERSEY,0.2178,106293
35001,NEW MEXICO,0.6828,677692
35003,NEW MEXICO,0.3357,3539
35005,NEW MEXICO,0.9551,65459
35006,NEW MEXICO,0.9984,26978
35007,NEW MEXICO,0.9627,12353
35009,NEW MEXICO,0.8774,50199
35011,NEW MEXICO,0.6939,2060
35013,NEW MEXICO,0.9841,215338
35015,NEW MEXICO,0.7032,57437
35017,NEW MEXICO,0.9296,28061
35019,NEW MEXICO,0.9529,4382
35021,NEW MEXICO,0.3615,459
35023,NEW MEXICO,0.9631,4371
35025,NEW MEXICO,0.9217,70126
35027,NEW MEXICO,0.4796,19482
35028,NEW MEXICO,0.0248,18356
35029,NEW MEXICO,0.999,24264
35031,NEW MEXICO,0.9889,72849
35033,NEW MEXICO,0.7959,4563
35035,NEW MEXICO,0.914,65745
35037,NEW MEXICO,0.8096,8373
35041,NEW MEXICO,0.943,19117
35043,NEW MEXICO,0.4818,140769
35045,NEW MEXICO,0.9194,127455
35047,NEW MEXICO,0.9863,28034
35049,NEW MEXICO,0.5255,148917
35051,NEW MEXICO,0.9146,11135
35053,NEW MEXICO,0.9745,17000
35055,NEW MEXICO,0.8586,32888
35057,NEW MEXICO,0.749,15595
35059,NEW MEXICO,0.6793,4175
35061,NEW MEXICO,0.9041,75956
36001,NEW YORK,0.3041,307426
36003,NEW YORK,0.5818,47025
36005,NEW YORK,0.9927,1437872
36007,NEW YORK,0.6166,194402
36009,NEW YORK,0.7283,77686
36011,NEW YORK,0.5025,77868
36013,NEW YORK,0.7248,129656
36015,NEW YORK,0.485,85740
36017,NEW YORK,0.5646,48348
36019,NEW YORK,0.5312,80794
36021,NEW YORK,0.3854,60919
36023,NEW YORK,0.3452,48123
36025,NEW YORK,0.6331,45502
36027,NEW YORK,0.4207,293894
36029,NEW YORK,0.414,919866
36031,NEW YORK,0.3869,37751
36033,NEW YORK,0.7073,50692
36035,NEW YORK,0.501,53743
36037,NEW YORK,0.1879,58112
36039,NEW YORK,0.4159,47617
36041,NEW YORK,0.3898,4575
36043,NEW YORK,0.5322,62505
36045,NEW YORK,0.6484,114448
36047,NEW YORK,0.8153,2600747
36049,NEW YORK,0.2911,26719
36051,NEW YORK,0.3424,63907
36053,NEW YORK,0.1666,71359
36055,NEW YORK,0.5204,744248
36057,NEW YORK,0.8306,49426
36059,NEW YORK,0.243,1356564
36061,NEW YORK,0.551,1632480
36063,NEW YORK,0.3318,211704
36065,NEW YORK,0.6946,230782
36067,NEW YORK,0.5207,464242
36069,NEW YORK,0.2315,109472
36071,NEW YORK,0.5538,378227
36073,NEW YORK,0.643,41175
36075,NEW YORK,0.6497,119104
36077,NEW YORK,0.4236,60244
36079,NEW YORK,0.0812,99070
36081,NEW YORK,0.6201,2298513
36083,NEW YORK,0.343,159431
36085,NEW YORK,0.4764,474101
36087,NEW YORK,0.6038,323686
36089,NEW YORK,0.7475,109558
36091,NEW YORK,0.0475,227377
36093,NEW YORK,0.3943,154883
36095,NEW YORK,0.4013,31364
36097,NEW YORK,0.3691,17992
36099,NEW YORK,0.449,34612
36101,NEW YORK,0.4691,96927
36103,NEW YORK,0.2146,1487901
36105,NEW YORK,0.7939,75211
36107,NEW YORK,0.1994,49045
36109,NEW YORK,0.3462,102962
36111,NEW YORK,0.4704,179303
36113,NEW YORK,0.1742,64480
36115,NEW YORK,0.4,61828
36117,NEW YORK,0.3414,90856
36119,NEW YORK,0.5516,968815
36121,NEW YORK,0.3121,40565
36123,NEW YORK,0.4392,25009
37001,NORTH CAROLINA,0.7838,160576
37003,NORTH CAROLINA,0.6341,37119
37005,NORTH CAROLINA,0.6268,10973
37007,NORTH CAROLINA,0.9443,25306
37009,NORTH CAROLINA,0.4994,26786
37011,NORTH CAROLINA,0.6446,17501
37013,NORTH CAROLINA,0.7156,47243
37015,NORTH CAROLINA,0.9385,19644
37017,NORTH CAROLINA,0.9446,33778
37019,NORTH CAROLINA,0.3583,126860
37021,NORTH CAROLINA,0.3799,254474
37023,NORTH CAROLINA,0.8487,89712
37025,NORTH CAROLINA,0.4175,201448
37027,NORTH CAROLINA,0.651,81779
37029,NORTH CAROLINA,0.307,10447
37031,NORTH CAROLINA,0.4255,68920
37033,NORTH CAROLINA,0.836,22746
37035,NORTH CAROLINA,0.6481,156729
37037,NORTH CAROLINA,0.3809,69791
37039,NORTH CAROLINA,0.4869,27668
37041,NORTH CAROLINA,0.8118,14205
37043,NORTH CAROLINA,0.2191,10813
37045,NORTH CAROLINA,0.835,97159
37047,NORTH CAROLINA,0.9481,56293
37049,NORTH CAROLINA,0.8099,103082
37051,NORTH CAROLINA,0.864,332106
37053,NORTH CAROLINA,0.1194,25796
37055,NORTH CAROLINA,0.1449,35741
37057,NORTH CAROLINA,0.6841,164664
37059,NORTH CAROLINA,0.4411,41991
37061,NORTH CAROLINA,0.979,59062
37063,NORTH CAROLINA,0.6197,306457
37065,NORTH CAROLINA,0.9726,53332
37067,NORTH CAROLINA,0.6834,371573
37069,NORTH CAROLINA,0.6376,64902
37071,NORTH CAROLINA,0.672,216585
37073,NORTH CAROLINA,0.3567,11563
37075,NORTH CAROLINA,0.6338,8557
37077,NORTH CAROLINA,0.6561,58874
37079,NORTH CAROLINA,0.9924,21008
37081,NORTH CAROLINA,0.6369,523582
37083,NORTH CAROLINA,0.9646,51737
37085,NORTH CAROLINA,0.7869,130361
37087,NORTH CAROLINA,0.2809,60433
37089,NORTH CAROLINA,0.321,113625
37091,NORTH CAROLINA,0.9873,24153
37093,NORTH CAROLINA,0.8924,53239
37095,NORTH CAROLINA,0.8627,5393
37097,NORTH CAROLINA,0.3745,172525
37099,NORTH CAROLINA,0.6236,42256
37101,NORTH CAROLINA,0.5395,191172
37103,NORTH CAROLINA,0.8761,9695
37105,NORTH CAROLINA,0.8481,60125
37107,NORTH CAROLINA,0.9933,57227
37109,NORTH CAROLINA,0.3564,81441
37111,NORTH CAROLINA,0.7895,45109
37113,NORTH CAROLINA,0.3548,34410
37115,NORTH CAROLINA,0.4586,21405
37117,NORTH CAROLINA,0.7541,23054
37119,NORTH CAROLINA,0.4408,1054314
37121,NORTH CAROLINA,0.4223,15040
37123,NORTH CAROLINA,0.8713,27338
37125,NORTH CAROLINA,0.3621,95629
37127,NORTH CAROLINA,0.8287,94003
37129,NORTH CAROLINA,0.3771,224231
37131,NORTH CAROLINA,0.9022,20186
37133,NORTH CAROLINA,0.7465,193912
37135,NORTH CAROLINA,0.2959,142938
37137,NORTH CAROLINA,0.7162,12742
37139,NORTH CAROLINA,0.7748,39479
37141,NORTH CAROLINA,0.5478,59020
37143,NORTH CAROLINA,0.5048,13459
37145,NORTH CAROLINA,0.7732,39305
37147,NORTH CAROLINA,0.8242,177372
37149,NORTH CAROLINA,0.3825,20458
37151,NORTH CAROLINA,0.6965,142958
37153,NORTH CAROLINA,0.9796,45189
37155,NORTH CAROLINA,0.9911,133442
37157,NORTH CAROLINA,0.7857,91270
37159,NORTH CAROLINA,0.8143,139605
37161,NORTH CAROLINA,0.7551,66532
37163,NORTH CAROLINA,0.9723,63561
37165,NORTH CAROLINA,0.9936,35262
37167,NORTH CAROLINA,0.6325,61114
37169,NORTH CAROLINA,0.3067,45905
37171,NORTH CAROLINA,0.7258,72099
37173,NORTH CAROLINA,0.7774,14254
37175,NORTH CAROLINA,0.3975,33513
37177,NORTH CAROLINA,0.8764,4119
37179,NORTH CAROLINA,0.1873,226694
37181,NORTH CAROLINA,0.9787,44482
37183,NORTH CAROLINA,0.2774,1046558
37185,NORTH CAROLINA,0.8943,20033
37187,NORTH CAROLINA,0.8787,12156
37189,NORTH CAROLINA,0.4121,54117
37191,NORTH CAROLINA,0.9503,124002
37193,NORTH CAROLINA,0.6924,68460
37195,NORTH CAROLINA,0.936,81336
37197,NORTH CAROLINA,0.6404,37665
37199,NORTH CAROLINA,0.5736,17667
38001,NORTH DAKOTA,0.0299,2351
38003,NORTH DAKOTA,0.1245,10836
38005,NORTH DAKOTA,0.8433,6886
38007,NORTH DAKOTA,0.0312,946
38009,NORTH DAKOTA,0.0691,6589
38011,NORTH DAKOTA,0.1755,3195
38013,NORTH DAKOTA,0.007,2213
38015,NORTH DAKOTA,0.1739,93737
38017,NORTH DAKOTA,0.1427,174202
38019,NORTH DAKOTA,0.0172,3824
38021,NORTH DAKOTA,0.1159,4970
38023,NORTH DAKOTA,0.0334,2369
38025,NORTH DAKOTA,0.2226,4387
38027,NORTH DAKOTA,0.2904,2313
38029,NORTH DAKOTA,0.0955,3352
38031,NORTH DAKOTA,0.0175,3290
38033,NORTH DAKOTA,0.093,1882
38035,NORTH DAKOTA,0.3029,70400
38037,NORTH DAKOTA,0.071,2380
38039,NORTH DAKOTA,0.0732,2266
38041,NORTH DAKOTA,0.0561,2576
38043,NORTH DAKOTA,0.029,2460
38045,NORTH DAKOTA,0.0443,4100
38047,NORTH DAKOTA,0.0382,1927
38049,NORTH DAKOTA,0.0296,5927
38051,NORTH DAKOTA,0.1061,2654
38053,NORTH DAKOTA,0.392,12536
38055,NORTH DAKOTA,0.0834,9608
38057,NORTH DAKOTA,0.1016,8570
38059,NORTH DAKOTA,0.1035,30544
38061,NORTH DAKOTA,0.3758,10152
38063,NORTH DAKOTA,0.035,2920
38065,NORTH DAKOTA,0.2108,1837
38067,NORTH DAKOTA,0.0417,7016
38069,NORTH DAKOTA,0.1914,4210
38071,NORTH DAKOTA,0.3532,11557
38073,NORTH DAKOTA,0.0857,5361
38075,NORTH DAKOTA,0.028,2495
38077,NORTH DAKOTA,0.1217,16288
38079,NORTH DAKOTA,0.907,14603
38081,NORTH DAKOTA,0.0232,3883
38083,NORTH DAKOTA,0.0742,1405
38085,NORTH DAKOTA,0.8844,4413
38087,NORTH DAKOTA,0.0137,704
38089,NORTH DAKOTA,0.214,30876
38091,NORTH DAKOTA,0.0019,1910
38093,NORTH DAKOTA,0.2424,21064
38095,NORTH DAKOTA,0.1946,2246
38097,NORTH DAKOTA,0.0927,8019
38099,NORTH DAKOTA,0.3682,10802
38101,NORTH DAKOTA,0.1678,69034
38103,NORTH DAKOTA,0.0611,4055
38105,NORTH DAKOTA,0.251,34061
39001,OHIO,0.7704,27878
39003,OHIO,0.5793,103642
39005,OHIO,0.4334,53477
39007,OHIO,0.7857,98136
39009,OHIO,0.7325,65936
39011,OHIO,0.0535,45784
39013,OHIO,0.3596,68472
39015,OHIO,0.4048,43679
39017,OHIO,0.3618,378294
39019,OHIO,0.1538,27578
39021,OHIO,0.2978,38864
39023,OHIO,0.7271,135198
39025,OHIO,0.1029,203216
39027,OHIO,0.4424,41896
39029,OHIO,0.4854,104003
39031,OHIO,0.6207,36574
39033,OHIO,0.3191,42021
39035,OHIO,0.6809,1253783
39037,OHIO,0.1347,51734
39039,OHIO,0.2166,38279
39041,OHIO,0.0166,197008
39043,OHIO,0.2914,75136
39045,OHIO,0.2354,152910
39047,OHIO,0.5016,28645
39049,OHIO,0.5124,1275333
39051,OHIO,0.1777,42305
39053,OHIO,0.664,30195
39055,OHIO,0.0901,93961
39057,OHIO,0.2076,165811
39059,OHIO,0.6707,39274
39061,OHIO,0.5369,812037
39063,OHIO,0.2111,75690
39065,OHIO,0.471,31542
39067,OHIO,0.5194,15307
39069,OHIO,0.1557,27316
39071,OHIO,0.6898,43007
39073,OHIO,0.4685,28495
39075,OHIO,0.436,43859
39077,OHIO,0.4325,58457
39079,OHIO,0.7726,32524
39081,OHIO,0.5494,66886
39083,OHIO,0.2943,61215
39085,OHIO,0.1293,230052
39087,OHIO,0.5583,60622
39089,OHIO,0.229,172293
39091,OHIO,0.3169,45307
39093,OHIO,0.5089,306713
39095,OHIO,0.6876,432379
39097,OHIO,0.3382,43988
39099,OHIO,0.5889,231064
39101,OHIO,0.6414,65344
39103,OHIO,0.0102,177257
39105,OHIO,0.6787,23160
39107,OHIO,0.051,40806
39109,OHIO,0.1191,104800
39111,OHIO,0.443,14090
39113,OHIO,0.6726,532034
39115,OHIO,0.5659,14702
39117,OHIO,0.192,34976
39119,OHIO,0.5981,86076
39121,OHIO,0.4293,14443
39123,OHIO,0.1541,40709
39125,OHIO,0.2885,18872
39127,OHIO,0.5545,35985
39129,OHIO,0.2818,57420
39131,OHIO,0.7994,28214
39133,OHIO,0.2455,162644
39135,OHIO,0.1691,41207
39137,OHIO,0.0153,33969
39139,OHIO,0.6169,121324
39141,OHIO,0.7255,77051
39143,OHIO,0.3987,59299
39145,OHIO,0.8347,76377
39147,OHIO,0.3755,55475
39149,OHIO,0.1892,48797
39151,OHIO,0.3666,373475
39153,OHIO,0.3334,541810
39155,OHIO,0.464,201794
39157,OHIO,0.3443,92526
39159,OHIO,0.0771,55654
39161,OHIO,0.1697,28281
39163,OHIO,0.7229,13111
39165,OHIO,0.0478,226564
39167,OHIO,0.3497,60671
39169,OHIO,0.479,116208
39171,OHIO,0.2691,36936
39173,OHIO,0.1662,129936
39175,OHIO,0.2274,22107
40001,OKLAHOMA,0.8965,22113
40003,OKLAHOMA,0.2535,5857
40005,OKLAHOMA,0.8076,13874
40007,OKLAHOMA,0.4554,5415
40009,OKLAHOMA,0.7118,22621
40011,OKLAHOMA,0.6678,9634
40013,OKLAHOMA,0.8127,45759
40015,OKLAHOMA,0.9459,29342
40017,OKLAHOMA,0.2621,136710
40019,OKLAHOMA,0.7914,48406
40021,OKLAHOMA,0.9271,48599
40023,OKLAHOMA,0.9602,14886
40025,OKLAHOMA,0.4475,2189
40027,OKLAHOMA,0.3436,276733
40029,OKLAHOMA,0.8255,5618
40031,OKLAHOMA,0.8354,122561
40033,OKLAHOMA,0.6742,5929
40035,OKLAHOMA,0.8538,14493
40037,OKLAHOMA,0.4901,71160
40039,OKLAHOMA,0.7503,29209
40041,OKLAHOMA,0.7697,42112
40043,OKLAHOMA,0.2248,4918
40045,OKLAHOMA,0.3019,4072
40047,OKLAHOMA,0.5908,62190
40049,OKLAHOMA,0.5115,27823
40051,OKLAHOMA,0.308,54733
40053,OKLAHOMA,0.1634,4418
40055,OKLAHOMA,0.7742,5943
40057,OKLAHOMA,0.8108,2721
40059,OKLAHOMA,0.3185,3847
40061,OKLAHOMA,0.8736,12704
40063,OKLAHOMA,0.8115,13460
40065,OKLAHOMA,0.8226,25384
40067,OKLAHOMA,0.8745,6223
40069,OKLAHOMA,0.8468,11041
40071,OKLAHOMA,0.842,44880
40073,OKLAHOMA,0.3806,15618
40075,OKLAHOMA,0.6545,9001
40077,OKLAHOMA,0.8936,10495
40079,OKLAHOMA,0.9032,49909
40081,OKLAHOMA,0.4787,34854
40083,OKLAHOMA,0.2984,46044
40085,OKLAHOMA,0.6293,9933
40087,OKLAHOMA,0.1624,38634
40089,OKLAHOMA,0.9137,32966
40091,OKLAHOMA,0.7828,19819
40093,OKLAHOMA,0.3204,7718
40095,OKLAHOMA,0.8545,16376
40097,OKLAHOMA,0.7519,40980
40099,OKLAHOMA,0.7092,13875
40101,OKLAHOMA,0.9338,69084
40103,OKLAHOMA,0.3385,11411
40105,OKLAHOMA,0.5895,10383
40107,OKLAHOMA,0.9287,12115
40109,OKLAHOMA,0.6818,782051
40111,OKLAHOMA,0.8659,38889
40113,OKLAHOMA,0.6239,47311
40115,OKLAHOMA,0.9576,31566
40117,OKLAHOMA,0.5424,16428
40119,OKLAHOMA,0.5131,81512
40121,OKLAHOMA,0.8264,44382
40123,OKLAHOMA,0.65,38358
40125,OKLAHOMA,0.7815,72000
40127,OKLAHOMA,0.7863,11119
40129,OKLAHOMA,0.4003,3708
40131,OKLAHOMA,0.2834,90814
40133,OKLAHOMA,0.929,25071
40135,OKLAHOMA,0.9159,41359
40137,OKLAHOMA,0.6051,43983
40139,OKLAHOMA,0.821,21121
40141,OKLAHOMA,0.871,7515
40143,OKLAHOMA,0.6159,642781
40145,OKLAHOMA,0.4245,77850
40147,OKLAHOMA,0.4382,52001
40149,OKLAHOMA,0.4045,11432
40151,OKLAHOMA,0.314,9127
40153,OKLAHOMA,0.5745,20967
41001,OREGON,0.6854,15984
41003,OREGON,0.349,89780
41005,OREGON,0.1895,405788
41007,OREGON,0.5185,38562
41009,OREGON,0.4025,50851
41011,OREGON,0.743,63308
41013,OREGON,0.5729,22337
41015,OREGON,0.4879,22507
41017,OREGON,0.1637,180640
41019,OREGON,0.7277,108323
41021,OREGON,0.5092,1907
41023,OREGON,0.5465,7183
41025,OREGON,0.7108,7228
41027,OREGON,0.5455,23131
41029,OREGON,0.7354,214267
41031,OREGON,0.9118,23143
41033,OREGON,0.6557,85481
41035,OREGON,0.8688,66310
41037,OREGON,0.7608,7843
41039,OREGON,0.649,368882
41041,OREGON,0.5522,47881
41043,OREGON,0.679,122870
41045,OREGON,0.9965,30431
41047,OREGON,0.8535,335553
41049,OREGON,0.7643,11215
41051,OREGON,0.4675,798647
41053,OREGON,0.5777,81427
41055,OREGON,0.135,1605
41057,OREGON,0.6586,26076
41059,OREGON,0.9688,76898
41061,OREGON,0.6729,26028
41063,OREGON,0.5032,6924
41065,OREGON,0.8389,25866
41067,OREGON,0.3194,581821
41069,OREGON,0.3901,1426
41071,OREGON,0.6608,103820
42001,PENNSYLVANIA,0.2118,102023
42003,PENNSYLVANIA,0.2506,1225561
42005,PENNSYLVANIA,0.2475,66331
42007,PENNSYLVANIA,0.2481,166896
42009,PENNSYLVANIA,0.2729,48611
42011,PENNSYLVANIA,0.6162,416642
42013,PENNSYLVANIA,0.3981,123842
42015,PENNSYLVANIA,0.3471,61304
42017,PENNSYLVANIA,0.0831,626370
42019,PENNSYLVANIA,0.079,186566
42021,PENNSYLVANIA,0.4892,134550
42023,PENNSYLVANIA,0.3006,4686
42025,PENNSYLVANIA,0.3048,63931
42027,PENNSYLVANIA,0.2892,161443
42029,PENNSYLVANIA,0.1436,517156
42031,PENNSYLVANIA,0.4771,38827
42033,PENNSYLVANIA,0.6054,80216
42035,PENNSYLVANIA,0.486,39074
42037,PENNSYLVANIA,0.2768,66220
42039,PENNSYLVANIA,0.5064,86164
42041,PENNSYLVANIA,0.1615,247433
42043,PENNSYLVANIA,0.4975,274515
42045,PENNSYLVANIA,0.4131,563527
42047,PENNSYLVANIA,0.1166,30608
42049,PENNSYLVANIA,0.6194,275972
