fips,state,rpl_themes,e_pop
18145,INDIANA,0.2182,44399
18147,INDIANA,0.0879,20526
18149,INDIANA,0.3417,22941
18151,INDIANA,0.271,34474
18153,INDIANA,0.6401,20792
18155,INDIANA,0.6271,10628
18157,INDIANA,0.493,189294
18159,INDIANA,0.0726,15218
18161,INDIANA,0.1713,7153
18163,INDIANA,0.5242,181313
18165,INDIANA,0.4503,15560
18167,INDIANA,0.7274,107693
18169,INDIANA,0.2882,31631
18171,INDIANA,0.078,8247
18173,INDIANA,0.0678,61928
18175,INDIANA,0.3777,27827
18177,INDIANA,0.7105,66613
18179,INDIANA,0.1439,27947
18181,INDIANA,0.2439,24217
18183,INDIANA,0.0315,33649
19001,IOWA,0.0538,7124
19003,IOWA,0.0376,3726
19005,IOWA,0.322,13880
19007,IOWA,0.3783,12510
19009,IOWA,0.0226,5637
19011,IOWA,0.0118,25626
19013,IOWA,0.4264,133009
19015,IOWA,0.1178,26399
19017,IOWA,0.0322,24782
19019,IOWA,0.0662,21125
19021,IOWA,0.7408,20260
19023,IOWA,0.0236,14735
19025,IOWA,0.158,9780
19027,IOWA,0.0455,20344
19029,IOWA,0.1981,13191
19031,IOWA,0.008,18445
19033,IOWA,0.2497,42984
19035,IOWA,0.1701,11468
19037,IOWA,0.0599,12099
19039,IOWA,0.4847,9282
19041,IOWA,0.3439,16313
19043,IOWA,0.1841,17672
19045,IOWA,0.2646,47218
19047,IOWA,0.8551,17132
19049,IOWA,0.0596,84002
19051,IOWA,0.3503,8885
19053,IOWA,0.6822,8044
19055,IOWA,0.0344,17258
19057,IOWA,0.4653,39600
19059,IOWA,0.0917,17056
19061,IOWA,0.2347,96802
19063,IOWA,0.3946,9551
19065,IOWA,0.2252,19929
19067,IOWA,0.3596,15858
19069,IOWA,0.1962,10245
19071,IOWA,0.0554,6968
19073,IOWA,0.1978,9003
19075,IOWA,0.0038,12341
19077,IOWA,0.122,10674
19079,IOWA,0.1153,15110
19081,IOWA,0.0713,10888
19083,IOWA,0.1242,17127
19085,IOWA,0.0646,14143
19087,IOWA,0.3134,19926
19089,IOWA,0.1567,9264
19091,IOWA,0.1446,9566
19093,IOWA,0.0866,6916
19095,IOWA,0.0347,16207
19097,IOWA,0.1268,19395
19099,IOWA,0.2548,36891
19101,IOWA,0.4895,18077
19103,IOWA,0.2675,147001
19105,IOWA,0.1924,20568
19107,IOWA,0.0398,10200
19109,IOWA,0.1048,15075
19111,IOWA,0.5041,34541
19113,IOWA,0.1806,222121
19115,IOWA,0.457,11223
19117,IOWA,0.2755,8597
19119,IOWA,0.0439,11769
19121,IOWA,0.0204,15890
19123,IOWA,0.4637,22208
19125,IOWA,0.1949,33207
19127,IOWA,0.6863,40271
19129,IOWA,0.1076,14957
19131,IOWA,0.086,10631
19133,IOWA,0.1796,8796
19135,IOWA,0.2519,7863
19137,IOWA,0.528,10155
19139,IOWA,0.3904,42950
19141,IOWA,0.2322,13911
19143,IOWA,0.2634,6115
19145,IOWA,0.3341,15363
19147,IOWA,0.1729,9055
19149,IOWA,0.1271,25039
19151,IOWA,0.1462,6898
19153,IOWA,0.3768,474274
19155,IOWA,0.4599,93503
19157,IOWA,0.1548,18605
19159,IOWA,0.1299,4984
19161,IOWA,0.0748,9868
19163,IOWA,0.2659,172288
19165,IOWA,0.1303,11694
19167,IOWA,0.2207,34825
19169,IOWA,0.2124,96922
19171,IOWA,0.3274,17136
19173,IOWA,0.2771,6201
19175,IOWA,0.4455,12453
19177,IOWA,0.2465,7223
19179,IOWA,0.7439,35315
19181,IOWA,0.072,49361
19183,IOWA,0.2239,22143
19185,IOWA,0.4583,6413
19187,IOWA,0.458,36757
19189,IOWA,0.2061,10571
19191,IOWA,0.0115,20401
19193,IOWA,0.6968,102398
19195,IOWA,0.0697,7489
19197,IOWA,0.4803,12804
20001,KANSAS,0.3978,12630
20003,KANSAS,0.2274,7852
20005,KANSAS,0.4911,16363
20007,KANSAS,0.2803,4733
20009,KANSAS,0.5439,26791
20011,KANSAS,0.5828,14702
20013,KANSAS,0.2717,9664
20015,KANSAS,0.2624,66468
20017,KANSAS,0.4067,2645
20019,KANSAS,0.7188,3367
20021,KANSAS,0.3828,20331
20023,KANSAS,0.1003,2677
20025,KANSAS,0.3124,2053
20027,KANSAS,0.0494,8142
20029,KANSAS,0.2739,9060
20031,KANSAS,0.2035,8296
20033,KANSAS,0.0793,1780
20035,KANSAS,0.7318,35591
20037,KANSAS,0.6987,39108
20039,KANSAS,0.1573,2881
20041,KANSAS,0.3322,19004
20043,KANSAS,0.2306,7736
20045,KANSAS,0.2232,119319
20047,KANSAS,0.372,2925
20049,KANSAS,0.3895,2562
20051,KANSAS,0.1564,28878
20053,KANSAS,0.3952,6293
20055,KANSAS,0.8236,36957
20057,KANSAS,0.857,34484
20059,KANSAS,0.2137,25563
20061,KANSAS,0.6576,34895
20063,KANSAS,0.0975,2619
20065,KANSAS,0.1255,2545
20067,KANSAS,0.3815,7616
20069,KANSAS,0.2736,6037
20071,KANSAS,0.5752,1200
20073,KANSAS,0.2127,6156
20075,KANSAS,0.2586,2616
20077,KANSAS,0.3223,5673
20079,KANSAS,0.335,34555
20081,KANSAS,0.4115,4047
20083,KANSAS,0.1118,1842
20085,KANSAS,0.2694,13318
20087,KANSAS,0.0548,18888
20089,KANSAS,0.0876,2916
20091,KANSAS,0.0615,585502
20093,KANSAS,0.4656,3932
20095,KANSAS,0.0513,7470
20097,KANSAS,0.258,2526
20099,KANSAS,0.6392,20367
20101,KANSAS,0.0303,1642
20103,KANSAS,0.2404,80042
20105,KANSAS,0.1322,3097
20107,KANSAS,0.4478,9635
20109,KANSAS,0.1296,2810
20111,KANSAS,0.7322,33299
20113,KANSAS,0.1067,28630
20115,KANSAS,0.1771,12032
20117,KANSAS,0.1264,9798
20119,KANSAS,0.3717,4261
20121,KANSAS,0.0258,33127
20123,KANSAS,0.2844,6222
20125,KANSAS,0.8029,32970
20127,KANSAS,0.2436,5566
20129,KANSAS,0.408,2838
20131,KANSAS,0.0962,10104
20133,KANSAS,0.658,16125
20135,KANSAS,0.15,2955
20137,KANSAS,0.2975,5486
20139,KANSAS,0.2341,15882
20141,KANSAS,0.0723,3603
20143,KANSAS,0.0271,5902
20145,KANSAS,0.2866,6709
20147,KANSAS,0.242,5408
20149,KANSAS,0.1487,23545
20151,KANSAS,0.3873,9582
20153,KANSAS,0.136,2509
20155,KANSAS,0.5866,63101
20157,KANSAS,0.0605,4686
20159,KANSAS,0.4252,9762
20161,KANSAS,0.4373,75296
20163,KANSAS,0.142,5118
20165,KANSAS,0.0783,3102
20167,KANSAS,0.2392,6977
20169,KANSAS,0.4162,54977
20171,KANSAS,0.3061,4949
20173,KANSAS,0.5357,512064
20175,KANSAS,0.9111,22692
20177,KANSAS,0.5099,178284
20179,KANSAS,0.0685,2506
20181,KANSAS,0.4984,5966
20183,KANSAS,0.0503,3663
20185,KANSAS,0.2777,4214
20187,KANSAS,0.4965,2063
20189,KANSAS,0.6739,5686
20191,KANSAS,0.2223,23208
20193,KANSAS,0.0704,7824
20195,KANSAS,0.0389,2858
20197,KANSAS,0.0532,6888
20199,KANSAS,0.143,1575
20201,KANSAS,0.1481,5525
20203,KANSAS,0.4678,2143
20205,KANSAS,0.6366,8780
20207,KANSAS,0.4398,3170
20209,KANSAS,0.9242,164345
21001,KENTUCKY,0.7121,19241
21003,KENTUCKY,0.6796,20794
21005,KENTUCKY,0.2637,22214
21007,KENTUCKY,0.4459,8090
21009,KENTUCKY,0.7761,43680
21011,KENTUCKY,0.729,12268
21013,KENTUCKY,0.8927,27188
21015,KENTUCKY,0.1277,129095
21017,KENTUCKY,0.5561,20144
21019,KENTUCKY,0.6908,48091
21021,KENTUCKY,0.4315,29913
21023,KENTUCKY,0.3866,8306
21025,KENTUCKY,0.822,13116
21027,KENTUCKY,0.7376,20080
21029,KENTUCKY,0.1385,79466
21031,KENTUCKY,0.792,12745
21033,KENTUCKY,0.4981,12727
21035,KENTUCKY,0.4997,38776
21037,KENTUCKY,0.2188,92267
21039,KENTUCKY,0.3395,4841
21041,KENTUCKY,0.8904,10711
21043,KENTUCKY,0.8204,27290
21045,KENTUCKY,0.7656,15796
21047,KENTUCKY,0.9127,72263
21049,KENTUCKY,0.6061,35872
21051,KENTUCKY,0.9099,20621
21053,KENTUCKY,0.778,10211
21055,KENTUCKY,0.4844,9083
21057,KENTUCKY,0.5315,6713
21059,KENTUCKY,0.6169,99937
21061,KENTUCKY,0.6357,12122
21063,KENTUCKY,0.7239,7517
21065,KENTUCKY,0.7997,14313
21067,KENTUCKY,0.4876,318734
21069,KENTUCKY,0.771,14479
21071,KENTUCKY,0.8503,36926
21073,KENTUCKY,0.5468,50296
21075,KENTUCKY,0.8704,6210
21077,KENTUCKY,0.6124,8703
21079,KENTUCKY,0.4299,17328
21081,KENTUCKY,0.5602,24915
21083,KENTUCKY,0.7752,37294
21085,KENTUCKY,0.6096,26178
21087,KENTUCKY,0.5226,11023
21089,KENTUCKY,0.3217,35765
21091,KENTUCKY,0.3822,8719
21093,KENTUCKY,0.5672,108095
21095,KENTUCKY,0.8803,27134
21097,KENTUCKY,0.5057,18668
21099,KENTUCKY,0.7659,18627
21101,KENTUCKY,0.7089,46137
21103,KENTUCKY,0.5274,15814
21105,KENTUCKY,0.5739,4568
21107,KENTUCKY,0.5541,45664
21109,KENTUCKY,0.6662,13373
21111,KENTUCKY,0.5682,767154
21113,KENTUCKY,0.5201,52422
21115,KENTUCKY,0.8102,22843
21117,KENTUCKY,0.3379,164688
21119,KENTUCKY,0.8548,15513
21121,KENTUCKY,0.8325,31467
21123,KENTUCKY,0.5318,14156
21125,KENTUCKY,0.7522,60180
21127,KENTUCKY,0.7583,15783
21129,KENTUCKY,0.8182,6751
21131,KENTUCKY,0.7745,10472
21133,KENTUCKY,0.8755,22676
21135,KENTUCKY,0.6242,13490
21137,KENTUCKY,0.7083,24458
21139,KENTUCKY,0.264,9263
21141,KENTUCKY,0.5287,26849
21143,KENTUCKY,0.3252,8186
21145,KENTUCKY,0.4153,65284
21147,KENTUCKY,0.878,17635
21149,KENTUCKY,0.4217,9331
21151,KENTUCKY,0.4968,89700
21153,KENTUCKY,0.8057,12666
21155,KENTUCKY,0.9057,19232
21157,KENTUCKY,0.2723,31166
21159,KENTUCKY,0.8494,11919
21161,KENTUCKY,0.6682,17153
21163,KENTUCKY,0.3178,28326
21165,KENTUCKY,0.5847,6405
21167,KENTUCKY,0.4134,21516
21169,KENTUCKY,0.6812,10004
21171,KENTUCKY,0.6975,10634
21173,KENTUCKY,0.7987,27759
21175,KENTUCKY,0.8293,13285
21177,KENTUCKY,0.6134,31081
21179,KENTUCKY,0.2895,45388
21181,KENTUCKY,0.8197,7100
21183,KENTUCKY,0.5799,24071
21185,KENTUCKY,0.0395,65374
21187,KENTUCKY,0.5264,10741
21189,KENTUCKY,0.8414,4463
21191,KENTUCKY,0.415,14520
21193,KENTUCKY,0.9051,26917
21195,KENTUCKY,0.7908,60483
21197,KENTUCKY,0.7732,12321
21199,KENTUCKY,0.742,64145
21201,KENTUCKY,0.3538,2143
21203,KENTUCKY,0.7882,16827
21205,KENTUCKY,0.7557,24499
21207,KENTUCKY,0.8634,17760
21209,KENTUCKY,0.3331,53517
21211,KENTUCKY,0.4261,46786
21213,KENTUCKY,0.2879,18063
21215,KENTUCKY,0.0369,18246
21217,KENTUCKY,0.721,25500
21219,KENTUCKY,0.8092,12350
21221,KENTUCKY,0.365,14344
21223,KENTUCKY,0.7143,8637
21225,KENTUCKY,0.5366,14802
21227,KENTUCKY,0.7096,126427
21229,KENTUCKY,0.5127,12019
21231,KENTUCKY,0.7478,20609
21233,KENTUCKY,0.7854,13155
21235,KENTUCKY,0.8379,36089
21237,KENTUCKY,0.8621,7223
21239,KENTUCKY,0.2041,26097
22001,LOUISIANA,0.9182,62568
22003,LOUISIANA,0.9261,25661
22005,LOUISIANA,0.3968,121176
22007,LOUISIANA,0.779,22714
22009,LOUISIANA,0.9634,40882
22011,LOUISIANA,0.6519,36769
22013,LOUISIANA,0.9401,13668
22015,LOUISIANA,0.5876,126131
22017,LOUISIANA,0.8385,248361
22019,LOUISIANA,0.7392,200182
22021,LOUISIANA,0.9331,9996
22023,LOUISIANA,0.2643,6868
22025,LOUISIANA,0.7806,9893
22027,LOUISIANA,0.9478,16153
22029,LOUISIANA,0.9134,20021
22031,LOUISIANA,0.8917,27216
22033,LOUISIANA,0.6653,444094
22035,LOUISIANA,0.9357,7225
22037,LOUISIANA,0.8185,19499
22039,LOUISIANA,0.9975,33636
22041,LOUISIANA,0.9519,20322
22043,LOUISIANA,0.6274,22348
22045,LOUISIANA,0.9605,72691
22047,LOUISIANA,0.886,32956
22049,LOUISIANA,0.9382,15926
22051,LOUISIANA,0.6121,435300
22053,LOUISIANA,0.8105,31467
22055,LOUISIANA,0.6217,240091
22057,LOUISIANA,0.7669,98214
22059,LOUISIANA,0.7634,14949
22061,LOUISIANA,0.8478,47356
22063,LOUISIANA,0.4309,138111
22065,LOUISIANA,0.9697,11472
22067,LOUISIANA,0.8847,25992
22069,LOUISIANA,0.8573,38963
22071,LOUISIANA,0.7449,389648
22073,LOUISIANA,0.8522,156075
22075,LOUISIANA,0.7061,23373
22077,LOUISIANA,0.8475,22158
22079,LOUISIANA,0.9086,131546
22081,LOUISIANA,0.8137,8618
22083,LOUISIANA,0.8554,20474
22085,LOUISIANA,0.8315,24088
22087,LOUISIANA,0.7713,45694
22089,LOUISIANA,0.3529,52724
22091,LOUISIANA,0.9,10411
22093,LOUISIANA,0.6299,21357
22095,LOUISIANA,0.7468,43446
22097,LOUISIANA,0.922,83449
22099,LOUISIANA,0.7831,53752
22101,LOUISIANA,0.9162,51734
22103,LOUISIANA,0.3105,252093
22105,LOUISIANA,0.8885,130504
22107,LOUISIANA,0.8366,4666
22109,LOUISIANA,0.8952,112587
22111,LOUISIANA,0.808,22475
22113,LOUISIANA,0.8201,59867
22115,LOUISIANA,0.7433,51007
22117,LOUISIANA,0.9962,46457
22119,LOUISIANA,0.879,39631
22121,LOUISIANA,0.7611,25860
22123,LOUISIANA,0.6685,11180
22125,LOUISIANA,0.6901,15377
22127,LOUISIANA,0.7755,14494
23001,MAINE,0.5567,107444
23003,MAINE,0.5946,68269
23005,MAINE,0.1363,290944
23007,MAINE,0.215,30019
23009,MAINE,0.193,54541
23011,MAINE,0.3787,121545
23013,MAINE,0.1475,39823
23015,MAINE,0.1143,34067
23017,MAINE,0.3726,57325
23019,MAINE,0.4532,151748
23021,MAINE,0.4898,16887
23023,MAINE,0.0522,35277
23025,MAINE,0.622,50710
23027,MAINE,0.2197,39418
23029,MAINE,0.6439,31694
23031,MAINE,0.0936,203102
24001,MARYLAND,0.621,71977
24003,MARYLAND,0.1783,567696
24005,MARYLAND,0.3818,827625
24009,MARYLAND,0.0471,91082
24011,MARYLAND,0.5535,32875
24013,MARYLAND,0.0404,167522
24015,MARYLAND,0.2933,102517
24017,MARYLAND,0.1723,157671
24019,MARYLAND,0.7506,32261
24021,MARYLAND,0.1589,248472
24023,MARYLAND,0.1812,29376
24025,MARYLAND,0.0933,251025
24027,MARYLAND,0.1306,315327
24029,MARYLAND,0.4277,19593
24031,MARYLAND,0.3255,1040133
24033,MARYLAND,0.6261,906202
24035,MARYLAND,0.022,49355
24037,MARYLAND,0.2086,111531
24039,MARYLAND,0.8978,25737
24041,MARYLAND,0.1331,37211
24043,MARYLAND,0.614,149811
24045,MARYLAND,0.7739,102172
24047,MARYLAND,0.2803,51564
24510,MARYLAND,0.8312,614700
25001,MASSACHUSETTS,0.0564,213690
25003,MASSACHUSETTS,0.4083,127328
25005,MASSACHUSETTS,0.5248,558905
25007,MASSACHUSETTS,0.0096,17313
25009,MASSACHUSETTS,0.508,781024
25011,MASSACHUSETTS,0.2096,70935
25013,MASSACHUSETTS,0.8232,469116
25015,MASSACHUSETTS,0.2325,161159
25017,MASSACHUSETTS,0.2264,1595192
25019,MASSACHUSETTS,0.0268,11101
25021,MASSACHUSETTS,0.2092,698249
25023,MASSACHUSETTS,0.2303,512135
25025,MASSACHUSETTS,0.7379,791766
25027,MASSACHUSETTS,0.4096,822280
26001,MICHIGAN,0.2557,10364
26003,MICHIGAN,0.4481,9194
26005,MICHIGAN,0.1758,115250
26007,MICHIGAN,0.3408,28612
26009,MICHIGAN,0.1156,23177
26011,MICHIGAN,0.5054,15165
26013,MICHIGAN,0.6599,8507
26015,MICHIGAN,0.0869,60057
26017,MICHIGAN,0.4404,104786
26019,MICHIGAN,0.1051,17552
26021,MICHIGAN,0.6475,154807
26023,MICHIGAN,0.6315,43584
26025,MICHIGAN,0.7242,134473
26027,MICHIGAN,0.328,51460
26029,MICHIGAN,0.0968,26219
26031,MICHIGAN,0.286,25458
26033,MICHIGAN,0.7245,37834
26035,MICHIGAN,0.772,30616
26037,MICHIGAN,0.0401,77896
26039,MICHIGAN,0.3697,13836
26041,MICHIGAN,0.3545,36190
26043,MICHIGAN,0.2296,25570
26045,MICHIGAN,0.3131,109155
26047,MICHIGAN,0.1357,33039
26049,MICHIGAN,0.6624,409361
26051,MICHIGAN,0.5398,25289
26053,MICHIGAN,0.4038,15414
26055,MICHIGAN,0.1803,91746
26057,MICHIGAN,0.6035,41067
26059,MICHIGAN,0.5019,45830
26061,MICHIGAN,0.4962,36360
26063,MICHIGAN,0.2745,31543
26065,MICHIGAN,0.5742,289564
26067,MICHIGAN,0.478,64176
26069,MICHIGAN,0.4494,25247
26071,MICHIGAN,0.2825,11212
26073,MICHIGAN,0.6016,70775
26075,MICHIGAN,0.5506,158913
26077,MICHIGAN,0.407,261573
26079,MICHIGAN,0.5083,17463
26081,MICHIGAN,0.4761,643140
26083,MICHIGAN,0.0787,2130
26085,MICHIGAN,0.7818,11763
26087,MICHIGAN,0.2382,88202
26089,MICHIGAN,0.0245,21639
26091,MICHIGAN,0.4076,98474
26093,MICHIGAN,0.0067,188482
26095,MICHIGAN,0.5338,6364
26097,MICHIGAN,0.6452,10817
26099,MICHIGAN,0.3296,868704
26101,MICHIGAN,0.3997,24444
26103,MICHIGAN,0.3057,66939
26105,MICHIGAN,0.3376,28884
26107,MICHIGAN,0.5975,43264
26109,MICHIGAN,0.2764,23234
26111,MICHIGAN,0.1618,83389
26113,MICHIGAN,0.4755,15006
26115,MICHIGAN,0.1494,149699
26117,MICHIGAN,0.6127,63209
26119,MICHIGAN,0.3729,9261
26121,MICHIGAN,0.7035,173043
26123,MICHIGAN,0.6318,48142
26125,MICHIGAN,0.114,1250843
26127,MICHIGAN,0.858,26417
26129,MICHIGAN,0.6258,20928
26131,MICHIGAN,0.2732,5968
26133,MICHIGAN,0.7401,23232
26135,MICHIGAN,0.6694,8277
26137,MICHIGAN,0.3694,24397
26139,MICHIGAN,0.2172,284034
26141,MICHIGAN,0.2761,12797
26143,MICHIGAN,0.4627,23877
26145,MICHIGAN,0.7048,192778
26147,MICHIGAN,0.279,159566
26149,MICHIGAN,0.6516,60897
26151,MICHIGAN,0.4834,41376
26153,MICHIGAN,0.5452,8069
26155,MICHIGAN,0.1325,68493
26157,MICHIGAN,0.3959,53250
26159,MICHIGAN,0.6589,75272
26161,MICHIGAN,0.2236,365961
26163,MICHIGAN,0.8723,1761382
26165,MICHIGAN,0.5035,33111
27001,MINNESOTA,0.3083,15834
27003,MINNESOTA,0.1404,347431
27005,MINNESOTA,0.299,33773
27007,MINNESOTA,0.7771,46117
27009,MINNESOTA,0.4318,39779
27011,MINNESOTA,0.2006,5016
27013,MINNESOTA,0.2838,66322
27015,MINNESOTA,0.1274,25211
27017,MINNESOTA,0.2666,35540
27019,MINNESOTA,0.0124,100416
27021,MINNESOTA,0.35,29022
27023,MINNESOTA,0.3522,12010
27025,MINNESOTA,0.0592,54727
27027,MINNESOTA,0.2217,62801
27029,MINNESOTA,0.7917,8812
27031,MINNESOTA,0.2029,5311
27033,MINNESOTA,0.4726,11372
27035,MINNESOTA,0.1223,63855
27037,MINNESOTA,0.1207,418201
27039,MINNESOTA,0.0573,20582
27041,MINNESOTA,0.0446,37203
27043,MINNESOTA,0.157,13896
27045,MINNESOTA,0.2169,20888
27047,MINNESOTA,0.4328,30526
27049,MINNESOTA,0.1707,46217
27051,MINNESOTA,0.0946,5938
27053,MINNESOTA,0.3092,1235478
27055,MINNESOTA,0.0185,18663
27057,MINNESOTA,0.2051,20862
27059,MINNESOTA,0.1022,38974
27061,MINNESOTA,0.3293,45203
27063,MINNESOTA,0.0306,10047
27065,MINNESOTA,0.2841,16004
27067,MINNESOTA,0.4064,42658
27069,MINNESOTA,0.0997,4337
27071,MINNESOTA,0.4366,12644
27073,MINNESOTA,0.1006,6773
27075,MINNESOTA,0.1102,10569
27077,MINNESOTA,0.1576,3809
27079,MINNESOTA,0.1146,27983
27081,MINNESOTA,0.0666,5707
27083,MINNESOTA,0.4532,25839
27085,MINNESOTA,0.1261,35825
27087,MINNESOTA,0.8717,5506
27089,MINNESOTA,0.1411,9392
27091,MINNESOTA,0.1933,19964
27093,MINNESOTA,0.1869,23079
27095,MINNESOTA,0.5917,25728
27097,MINNESOTA,0.2682,32949
27099,MINNESOTA,0.6283,39602
27101,MINNESOTA,0.1064,8353
27103,MINNESOTA,0.2513,33783
27105,MINNESOTA,0.815,21839
27107,MINNESOTA,0.3248,6559
27109,MINNESOTA,0.2599,153065
27111,MINNESOTA,0.2099,57992
27113,MINNESOTA,0.3016,14184
27115,MINNESOTA,0.4631,29129
27117,MINNESOTA,0.4646,9185
27119,MINNESOTA,0.3669,31591
27121,MINNESOTA,0.0315,10980
27123,MINNESOTA,0.6334,541493
27125,MINNESOTA,0.1525,4008
27127,MINNESOTA,0.2293,15331
27129,MINNESOTA,0.1968,14721
27131,MINNESOTA,0.393,65765
27133,MINNESOTA,0.1532,9413
27135,MINNESOTA,0.2478,15462
27137,MINNESOTA,0.3118,200080
27139,MINNESOTA,0.1108,143372
27141,MINNESOTA,0.0885,93231
27143,MINNESOTA,0.1315,14912
27145,MINNESOTA,0.3885,156819
27147,MINNESOTA,0.3013,36676
27149,MINNESOTA,0.2258,9784
27151,MINNESOTA,0.3213,9411
27153,MINNESOTA,0.4812,24440
27155,MINNESOTA,0.2602,3337
27157,MINNESOTA,0.0589,21500
27159,MINNESOTA,0.6554,13646
27161,MINNESOTA,0.2503,18809
27163,MINNESOTA,0.0682,253317
27165,MINNESOTA,0.5191,10973
27167,MINNESOTA,0.1924,6343
27169,MINNESOTA,0.2115,50847
27171,MINNESOTA,0.0462,132745
27173,MINNESOTA,0.3344,9868
28001,MISSISSIPPI,0.9914,31547
28003,MISSISSIPPI,0.6955,37180
28005,MISSISSIPPI,0.8191,12468
28007,MISSISSIPPI,0.9844,18581
28009,MISSISSIPPI,0.6605,8253
28011,MISSISSIPPI,0.9675,32592
28013,MISSISSIPPI,0.965,14571
28015,MISSISSIPPI,0.6303,10129
28017,MISSISSIPPI,0.9143,17279
28019,MISSISSIPPI,0.8541,8321
28021,MISSISSIPPI,0.992,9120
28023,MISSISSIPPI,0.6669,15928
28025,MISSISSIPPI,0.7054,19808
28027,MISSISSIPPI,0.9322,23802
28029,MISSISSIPPI,0.9411,28721
28031,MISSISSIPPI,0.7879,19091
28033,MISSISSIPPI,0.3032,176132
28035,MISSISSIPPI,0.9366,75517
28037,MISSISSIPPI,0.5717,7757
28039,MISSISSIPPI,0.6137,23710
28041,MISSISSIPPI,0.6067,13714
28043,MISSISSIPPI,0.8771,21278
28045,MISSISSIPPI,0.5924,46653
28047,MISSISSIPPI,0.8838,202626
28049,MISSISSIPPI,0.8742,241774
28051,MISSISSIPPI,0.9818,18075
28053,MISSISSIPPI,0.9369,8539
28055,MISSISSIPPI,0.951,1328
28057,MISSISSIPPI,0.5487,23480
28059,MISSISSIPPI,0.5433,142014
28061,MISSISSIPPI,0.7691,16529
28063,MISSISSIPPI,0.9637,7346
28065,MISSISSIPPI,0.8439,11495
28067,MISSISSIPPI,0.892,68454
28069,MISSISSIPPI,0.9274,10107
28071,MISSISSIPPI,0.5096,53459
28073,MISSISSIPPI,0.5306,61223
28075,MISSISSIPPI,0.9283,77323
28077,MISSISSIPPI,0.6634,12630
28079,MISSISSIPPI,0.9946,22870
28081,MISSISSIPPI,0.7952,84915
28083,MISSISSIPPI,0.9653,29804
28085,MISSISSIPPI,0.7586,34432
28087,MISSISSIPPI,0.7975,59437
28089,MISSISSIPPI,0.2898,103498
28091,MISSISSIPPI,0.935,25202
28093,MISSISSIPPI,0.6904,35787
28095,MISSISSIPPI,0.6398,35840
28097,MISSISSIPPI,0.8914,10198
28099,MISSISSIPPI,0.9685,29376
28101,MISSISSIPPI,0.9213,21524
28103,MISSISSIPPI,0.986,10828
28105,MISSISSIPPI,0.642,49481
28107,MISSISSIPPI,0.8933,34243
28109,MISSISSIPPI,0.7051,55149
28111,MISSISSIPPI,0.7086,12028
28113,MISSISSIPPI,0.9882,39737
28115,MISSISSIPPI,0.8962,31315
28117,MISSISSIPPI,0.8513,25360
28119,MISSISSIPPI,0.9545,7372
28121,MISSISSIPPI,0.3127,151240
28123,MISSISSIPPI,0.985,28415
28125,MISSISSIPPI,0.9729,4511
28127,MISSISSIPPI,0.9073,27073
28129,MISSISSIPPI,0.4732,16063
28131,MISSISSIPPI,0.6045,18375
28133,MISSISSIPPI,0.9494,26532
28135,MISSISSIPPI,0.9736,14361
28137,MISSISSIPPI,0.865,28493
28139,MISSISSIPPI,0.8646,21990
28141,MISSISSIPPI,0.6659,19478
28143,MISSISSIPPI,0.972,10170
28145,MISSISSIPPI,0.8277,28356
28147,MISSISSIPPI,0.8611,14601
28149,MISSISSIPPI,0.8605,47075
28151,MISSISSIPPI,0.9783,47086
28153,MISSISSIPPI,0.8997,20422
28155,MISSISSIPPI,0.5962,9828
28157,MISSISSIPPI,0.9169,8990
28159,MISSISSIPPI,0.9306,18358
28161,MISSISSIPPI,0.7347,12421
28163,MISSISSIPPI,0.9952,27974
29001,MISSOURI,0.4548,25325
29003,MISSOURI,0.0325,17403
29005,MISSOURI,0.0736,5270
29007,MISSOURI,0.615,25735
29009,MISSOURI,0.7099,35493
29011,MISSOURI,0.5994,11850
29013,MISSOURI,0.3857,16374
29015,MISSOURI,0.5513,18989
29017,MISSOURI,0.4793,12281
29019,MISSOURI,0.2927,176515
29021,MISSOURI,0.7182,89076
29023,MISSOURI,0.8172,42733
29025,MISSOURI,0.4513,9049
29027,MISSOURI,0.3232,44840
29029,MISSOURI,0.3363,45096
29031,MISSOURI,0.4118,78324
29033,MISSOURI,0.5325,8843
29035,MISSOURI,0.7455,6197
29037,MISSOURI,0.1188,102678
29039,MISSOURI,0.6411,13938
29041,MISSOURI,0.1898,7546
29043,MISSOURI,0.1497,84275
29045,MISSOURI,0.342,6800
29047,MISSOURI,0.1363,239164
29049,MISSOURI,0.1643,20475
29051,MISSOURI,0.2583,76740
29053,MISSOURI,0.3892,17622
29055,MISSOURI,0.7554,24280
29057,MISSOURI,0.6637,7590
29059,MISSOURI,0.7019,16499
29061,MISSOURI,0.4707,8302
29063,MISSOURI,0.4054,12564
29065,MISSOURI,0.6312,15504
29067,MISSOURI,0.5232,13374
29069,MISSOURI,0.958,30428
29071,MISSOURI,0.1459,102781
29073,MISSOURI,0.0854,14746
29075,MISSOURI,0.4389,6665
29077,MISSOURI,0.4395,288429
29079,MISSOURI,0.6185,10039
29081,MISSOURI,0.7417,8554
29083,MISSOURI,0.5959,21765
29085,MISSOURI,0.4672,9368
29087,MISSOURI,0.1959,4456
29089,MISSOURI,0.4041,10113
29091,MISSOURI,0.6717,40102
29093,MISSOURI,0.7822,10221
29095,MISSOURI,0.5354,692003
29097,MISSOURI,0.6564,119238
